time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-07-03T07:25:45.000Z,49.07,-129.726,10,3.8,mwr,,,,1.31,us,us10002n71,2015-09-30T00:20:53.040Z,"254 km SW of Port McNeill, Canada",earthquake,9.2,1.9,,,reviewed,pgc,pgc
2015-06-04T03:17:51.000Z,49.026,-129.812,10,3.9,mwr,,,,0.34,us,us20002lxa,2015-08-10T13:08:19.040Z,"262 km SW of Port McNeill, Canada",earthquake,8.6,2,,,reviewed,pgc,pgc
2015-05-16T09:01:08.230Z,51.611,-131.012,10,4.4,mwr,,,,0.87,us,us10002kng,2015-07-23T01:04:02.040Z,"297 km WNW of Port McNeill, Canada",earthquake,4.6,2,,,reviewed,pgc,pgc
2015-04-24T17:50:32.000Z,51.479,-130.961,18.5,4.1,mwr,,,,2.04,us,us200028x5,2015-07-03T00:23:38.040Z,"289 km WNW of Port McNeill, Canada",earthquake,10.5,5.4,0.098,10,reviewed,pgc,us
2015-04-24T15:56:18.330Z,51.2737,-130.9946,10,4.1,ml,,189,2.01,1.33,us,us20002afk,2015-07-03T00:23:38.040Z,"285 km WNW of Port McNeill, Canada",earthquake,6.6,2,0.128,8,reviewed,us,us
2015-04-24T14:09:32.480Z,51.6381,-130.894,21.37,4.6,mb,,165,1.504,1.24,us,us20002afg,2015-07-03T00:23:38.040Z,"290 km WNW of Port McNeill, Canada",earthquake,2.4,6.7,0.244,5,reviewed,us,us
2015-04-24T13:56:15.180Z,51.6148,-130.7714,8,6.2,mww,,69,1.743,1.24,us,us200028ue,2022-07-31T01:04:09.858Z,"282 km WNW of Port McNeill, Canada",earthquake,4.6,1.8,,,reviewed,us,us
2015-03-31T08:41:46.410Z,50.5408,-129.3002,10,3.9,mwr,,,,0.82,us,us200029br,2015-06-12T01:53:31.040Z,"156 km W of Port McNeill, Canada",earthquake,4.1,2,,,reviewed,pgc,pgc
2015-03-25T19:22:44.560Z,49.4154,-128.1719,13.08,5.1,mww,,100,2.773,0.68,us,us10001qpf,2021-02-24T23:04:21.992Z,"147 km WSW of Vernon, Canada",earthquake,6.7,4.2,,,reviewed,us,us
2015-03-16T18:05:38.480Z,49.3037,-129.5842,10,3.8,mwr,,154,3.032,1.31,us,us10001mte,2015-06-04T00:46:23.040Z,"229 km SW of Port McNeill, Canada",earthquake,9.1,2,,,reviewed,us,pgc
2015-03-08T20:42:15.680Z,49.0507,-128.8594,27.56,4.9,mwr,,152,3.173,1.1,us,usc000twl9,2022-07-28T01:03:59.221Z,"210 km WSW of Vernon, Canada",earthquake,7.6,5.8,,,reviewed,us,pgc
2015-03-06T16:56:38.860Z,50.538,-130.4747,10,4.4,mwr,,157,2.216,1.06,us,us200026hw,2015-05-28T00:48:35.040Z,"240 km W of Port McNeill, Canada",earthquake,9.2,2,,,reviewed,us,pgc
2015-03-04T08:35:07.120Z,50.2697,-129.92,8.65,5.1,mwr,,152,2.228,1.13,us,usc000tuv5,2015-05-19T00:30:00.040Z,"204 km W of Port McNeill, Canada",earthquake,8.3,4.4,,,reviewed,us,pgc
2015-02-23T12:03:18.000Z,50.436,-130.143,10,3.3,mwr,,,,0.68,us,usc000tshu,2015-05-12T20:29:41.040Z,"217 km W of Port McNeill, Canada",earthquake,6.7,2,,,reviewed,pgc,pgc
2015-02-23T11:47:11.110Z,50.7018,-129.8916,10,4,mb,,201,1.855,0.65,us,usc000tsg1,2015-05-12T20:29:41.040Z,"198 km W of Port McNeill, Canada",earthquake,11,2,0.156,11,reviewed,us,us
2015-02-19T05:19:39.550Z,49.1961,-128.707,10,3.8,mwr,,180,3.016,0.73,us,usc000tre0,2015-05-12T20:29:32.040Z,"193 km WSW of Vernon, Canada",earthquake,4.2,2,,,reviewed,us,pgc
2015-01-25T21:10:12.050Z,52.5619,-131.9669,17.56,4.5,mwr,,,,0.76,us,usc000tiza,2015-04-24T16:55:33.040Z,"223 km SSW of Prince Rupert, Canada",earthquake,7.9,5.3,,,reviewed,pgc,pgc
2015-01-19T04:00:55.310Z,49.4961,-128.9988,23.12,3.9,mwr,,190,2.75,1.44,us,usc000tk19,2015-04-20T16:05:35.040Z,"183 km SW of Port McNeill, Canada",earthquake,10.2,8.1,,,reviewed,us,pgc
2015-01-08T02:02:53.840Z,49.1709,-125.647,24.64,4.8,mww,,,,0.47,us,usc000td14,2022-08-07T07:14:39.811Z,"19 km E of Tofino, Canada",earthquake,3.3,3.8,,,reviewed,pgc,us
2015-01-04T01:49:55.840Z,50.579,-130.454,10,4.5,mwr,,,,1.39,us,usc000tbip,2022-07-27T12:22:26.422Z,"238 km W of Port McNeill, Canada",earthquake,5.3,1.5,,,reviewed,pgc,pgc
2015-01-02T10:15:34.380Z,50.8632,-130.3654,10,5.4,mwr,,76,1.523,1.33,us,usc000tb91,2016-11-10T21:45:58.811Z,"233 km W of Port McNeill, Canada",earthquake,6,1.8,,,reviewed,us,pgc
2014-12-30T12:57:22.770Z,51.3227,-131.2469,10,4.5,mwr,,,,1.67,us,usc000tas9,2015-03-17T02:38:08.040Z,"Haida Gwaii Region, Canada",earthquake,8.1,6.9,,,reviewed,pgc,pgc
2014-12-22T21:01:06.380Z,50.9022,-130.1266,10,4.6,mwr,,173,1.293,1.45,us,usc000t97l,2015-03-06T02:59:11.040Z,"217 km W of Port McNeill, Canada",earthquake,6.5,2,,,reviewed,us,pgc
2014-12-22T06:51:37.410Z,50.746,-130.525,10,4.5,mwr,,,,1.14,us,usc000t91d,2015-03-06T02:59:09.040Z,"243 km W of Port McNeill, Canada",earthquake,9.8,2,,,reviewed,pgc,pgc
2014-12-21T10:45:44.220Z,51.0327,-130.2433,10,4.7,mwr,,,,1.03,us,usc000t8vh,2015-03-06T02:59:07.040Z,"227 km WNW of Port McNeill, Canada",earthquake,5.9,1.9,,,reviewed,pgc,pgc
2014-12-21T10:19:45.450Z,50.7373,-130.4995,10,4.3,mwr,,,,1.9,us,usc000t8ve,2015-03-06T02:59:07.040Z,"241 km W of Port McNeill, Canada",earthquake,6.7,2,,,reviewed,pgc,pgc
2014-12-21T09:40:47.000Z,50.79,-130.52,10,5.2,mwr,,,,1.11,us,usc000t8vb,2015-03-06T02:59:07.040Z,"243 km W of Port McNeill, Canada",earthquake,3.8,1.9,,,reviewed,pgc,pgc
2014-12-21T07:35:48.120Z,50.7493,-130.4889,10,4,mwr,,,,0.6,us,usc000tcuf,2015-03-06T02:59:07.040Z,"241 km W of Port McNeill, Canada",earthquake,5.9,2,,,reviewed,pgc,pgc
2014-12-21T02:57:38.130Z,50.959,-130.194,10,5.2,mwr,,,,0.75,us,usc000t8tf,2022-07-27T11:12:24.658Z,"222 km W of Port McNeill, Canada",earthquake,5,1.9,,,reviewed,pgc,pgc
2014-12-20T22:54:28.420Z,50.7361,-130.4872,10,4.7,mwr,,,,1.47,us,usc000t8s0,2022-07-27T11:09:32.509Z,"240 km W of Port McNeill, Canada",earthquake,6.7,1.9,,,reviewed,pgc,pgc
2014-12-20T21:36:32.040Z,50.722,-130.4937,10,4.4,mwr,,,,1.64,us,usc000tcrs,2015-03-06T02:59:06.040Z,"241 km W of Port McNeill, Canada",earthquake,4.4,2,,,reviewed,pgc,pgc
2014-12-12T06:08:09.310Z,48.8697,-129.2989,10,4.7,mwr,,,,0.99,us,usc000t5vm,2022-07-27T10:17:29.316Z,"248 km WSW of Vernon, Canada",earthquake,5.5,2.3,,,reviewed,pgc,pgc
2014-10-12T10:09:50.460Z,49.2029,-128.9566,10,3.7,mwr,,148,1.227,1.32,us,usb000sl9e,2022-07-27T04:39:05.428Z,"204 km SW of Port McNeill, Canada",earthquake,5.8,2,,,reviewed,us,pgc
2014-09-27T21:05:38.000Z,52.701,-132.309,23.3,4.7,mwr,,,,1.52,us,usb000sgs2,2014-12-20T00:54:00.040Z,"222 km SW of Prince Rupert, Canada",earthquake,5.7,1.8,,,reviewed,pgc,pgc
2014-09-10T16:37:14.600Z,49.9291667,-126.8878333,2.655,2.65,ml,16,304,0.1599,0.61,uw,uw60875101,2016-07-22T19:37:44.670Z,"39 km WSW of Vernon, Canada",earthquake,27.18,51.55,0.066,4,reviewed,uw,uw
2014-09-10T16:36:43.150Z,50.677,-129.8483,10,4.9,mwr,,161,1.859,1.05,us,usb000sb4f,2014-12-08T23:30:56.040Z,"195 km W of Port McNeill, Canada",earthquake,8.7,1.9,,,reviewed,us,pgc
2014-08-18T08:17:44.470Z,50.498,-130.215,10,4.5,mwr,,,,1.57,us,usb000s3q3,2014-11-15T04:07:15.000Z,"221 km W of Port McNeill, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-08-12T07:00:22.410Z,50.546,-130.445,10,4.5,mwr,,,,1.8,us,usb000s22x,2014-11-07T21:47:41.000Z,"237 km W of Port McNeill, Canada",earthquake,,2,,,reviewed,pgc,pgc
2014-08-04T16:19:00.280Z,48.4718333,-126.8636667,4.935,2.69,md,8,319,2.263,4.55,uw,uw60834917,2016-07-22T19:35:33.740Z,"103 km SW of Tofino, Canada",earthquake,62.81,31.61,0.065,3,reviewed,uw,uw
2014-07-30T20:42:14.000Z,49.334,-127.292,10,3.8,mwr,,,,3.81,us,usb000s1v2,2014-10-29T19:52:51.000Z,"102 km SW of Vernon, Canada",earthquake,,2,,,reviewed,pgc,pgc
2014-05-21T04:04:19.620Z,49.1976667,-126.5495,9.477,2.75,ml,10,220,0.5633,0.19,uw,uw60777937,2016-07-22T19:29:06.400Z,"47 km W of Tofino, Canada",earthquake,2.19,31.61,0.171,16,reviewed,uw,uw
2014-05-02T11:25:15.960Z,49.6532,-128.5969,10,3.9,mwr,,152,0.734,0.63,us,usb000q6xp,2014-07-27T21:51:17.000Z,"150 km SW of Port McNeill, Canada",earthquake,,2,,,reviewed,us,pgc
2014-04-26T01:19:06.240Z,49.8242,-127.8504,10,3.9,mwr,,168,0.337,1.54,us,usb000q06t,2014-07-14T20:11:16.000Z,"101 km SSW of Port McNeill, Canada",earthquake,,2,,,reviewed,us,pgc
2014-04-25T05:12:38.860Z,52.7572,-132.1841,23.44,4.2,mwr,,,,1.85,us,usb000pyv4,2014-07-14T20:11:15.000Z,"212 km SW of Prince Rupert, Canada",earthquake,,5.3,,,reviewed,pgc,pgc
2014-04-24T12:06:56.000Z,49.632,-127.841,10,4.1,mwr,,,,1.53,us,usb000pxic,2022-08-06T23:24:48.400Z,"115 km WSW of Vernon, Canada",earthquake,,2,,,reviewed,pgc,pgc
2014-04-24T08:09:55.710Z,49.55,-127.782,10,4,mwr,,,,1.26,us,usb000pxb6,2014-07-14T20:11:14.000Z,"115 km WSW of Vernon, Canada",earthquake,,1.7,,,reviewed,pgc,pgc
2014-04-24T05:16:17.910Z,49.6074,-127.7845,10,4.4,mwr,,,,1.59,us,usb000px8m,2022-08-06T23:23:58.034Z,"112 km WSW of Vernon, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-04-24T03:44:17.080Z,49.61,-127.826,10,4.8,mwr,,,,0.98,us,usb000px7j,2022-08-07T00:06:59.849Z,"115 km WSW of Vernon, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-04-24T03:40:56.820Z,49.5441,-127.7877,10,4.7,mwr,,,,1.05,us,usb000px7e,2022-08-07T00:06:09.110Z,"115 km WSW of Vernon, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-04-24T03:23:33.950Z,49.4739,-127.6726,10,4.3,mb,,,,1.2,us,usb000qqtk,2014-07-14T20:11:12.000Z,"112 km WSW of Vernon, Canada",earthquake,,1.9,0.266,4,reviewed,pgc,us
2014-04-24T03:10:10.150Z,49.6388,-127.7316,10,6.5,mww,,,,0.85,us,usb000px6r,2022-08-06T23:23:06.892Z,"107 km WSW of Vernon, Canada",earthquake,,1.7,,,reviewed,pgc,us
2014-04-06T00:44:39.000Z,49.99,-130.201,10,4.2,mwr,,,,1.11,us,usc000p76p,2014-06-11T06:06:10.000Z,"231 km WSW of Port McNeill, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-04-01T05:05:57.990Z,49.2167,-129.2085,10,4.7,mwr,,149,1.325,1.24,us,usc000nycn,2014-05-29T23:32:12.000Z,"215 km SW of Port McNeill, Canada",earthquake,,1.2,0.065,23,reviewed,us,us
2014-03-26T22:56:45.170Z,52.407,-131.7895,10.28,4.4,mb,,,,1.33,us,usc000ns6r,2014-05-29T23:32:05.000Z,"233 km SSW of Prince Rupert, Canada",earthquake,,1.8,0.078,62,reviewed,pgc,us
2014-02-16T00:19:20.000Z,50.421,-130.262,10,4.5,mwr,,,,1.7,us,usc000mrdf,2014-04-30T21:18:22.000Z,"226 km W of Port McNeill, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-02-15T21:08:57.000Z,50.461,-130.148,10,4.1,mwr,,,,1.22,us,usc000mra8,2014-04-30T21:18:22.000Z,"217 km W of Port McNeill, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-02-09T15:37:07.790Z,52.7447,-132.2856,14.53,4.2,mb,,,,0.76,us,usc000mlkm,2014-04-22T18:30:11.000Z,"217 km SW of Prince Rupert, Canada",earthquake,,4.9,0.216,7,reviewed,pgc,us
2014-01-14T19:17:56.330Z,49.3043,-127.5448,12.79,4,mb,,162,2.775,1.36,us,usb000m0zp,2014-03-15T03:40:37.000Z,"117 km SW of Vernon, Canada",earthquake,,5.2,0.15,14,reviewed,us,us
2013-12-15T18:11:47.540Z,49.2634,-127.811,5,4.6,mwr,,138,0.868,1.44,us,usc000ll77,2022-08-06T20:25:05.122Z,"134 km SW of Vernon, Canada",earthquake,,1.8,,,reviewed,us,pgc
2013-12-11T22:40:44.250Z,48.7778333,-125.5641667,28.433,2.75,md,8,258,0.1477,0.16,uw,uw60648547,2016-07-22T19:20:55.520Z,"18 km S of Ucluelet, Canada",earthquake,1.91,0.89,0.341,9,reviewed,uw,uw
2013-11-09T17:04:45.030Z,50.2504,-130.0154,10.85,4,mwr,,175,2.276,1.04,us,usb000kv79,2014-01-17T00:29:13.000Z,"211 km WSW of Port McNeill, Canada",earthquake,,8.3,,,reviewed,us,pgc
2013-11-08T11:44:56.150Z,50.039,-130.1887,10,5,mwr,,,,0.97,us,usb000kumz,2014-01-17T00:29:13.000Z,"229 km WSW of Port McNeill, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2013-10-23T10:27:06.400Z,52.8392,-131.9805,10,3.9,mwr,,149,0.131,1.18,us,usb000kj48,2014-01-03T00:32:51.000Z,"197 km SSW of Prince Rupert, Canada",earthquake,,2,,,reviewed,us,pgc
2013-09-21T17:49:47.000Z,52.6869,-131.7356,4.6,3.8,mb,,149,0.684,0.95,us,usb000jx74,2013-12-09T21:11:12.000Z,"204 km SSW of Prince Rupert, Canada",earthquake,,6.1,0.136,,reviewed,us,us
2013-09-18T04:45:36.890Z,52.7369,-132.2193,22.3,4.5,mwr,,,,1.82,us,usb000jxpl,2013-12-09T21:11:08.000Z,"216 km SW of Prince Rupert, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2013-09-14T07:14:59.640Z,49.0717,-125.575,14.77,2.5,ml,,,,0.82,us,usc000juet,2016-07-22T19:16:59.190Z,"14 km N of Ucluelet, Canada",earthquake,,3.1,,,reviewed,us_pgc,us_pgc
2013-09-06T00:05:24.000Z,51.043,-130.499,10,4.3,mwr,,,,0.7,us,usb000jjbz,2013-11-15T03:20:25.000Z,"245 km W of Port McNeill, Canada",earthquake,,1.9,,,reviewed,us_pgc,us_pgc
2013-09-04T15:33:13.480Z,51.0831,-130.5088,10,4.2,mwr,,,,1.67,us,usb000kdsa,2013-11-15T03:20:24.000Z,"247 km WNW of Port McNeill, Canada",earthquake,,2,,,reviewed,us_pgc,us_pgc
2013-09-04T15:26:32.000Z,51.052,-130.56,10,4.6,mwr,,,,0.98,us,usb000jh7l,2013-11-15T03:20:24.000Z,"250 km W of Port McNeill, Canada",earthquake,,1.9,,,reviewed,us_pgc,us_pgc
2013-09-04T12:37:08.400Z,51.06,-130.64,10,4.3,mwr,,,,1.98,us,usc000kma7,2013-11-15T03:20:24.000Z,"255 km W of Port McNeill, Canada",earthquake,,7.5,,,reviewed,us_pgc,us_pgc
2013-09-04T01:44:11.720Z,50.9949,-130.5932,10,4.3,mwr,,,,1.08,us,usb000jxqg,2013-11-15T03:20:23.000Z,"251 km W of Port McNeill, Canada",earthquake,,7.3,,,reviewed,us_pgc,us_pgc
2013-09-04T01:19:00.280Z,50.9472,-130.511,21.06,4.9,mwr,,92,1.54,1.25,us,usb000jghi,2013-11-15T03:20:23.000Z,"244 km W of Port McNeill, Canada",earthquake,,3.2,,,reviewed,us,us_pgc
2013-09-04T00:50:59.530Z,51.0921,-130.1497,10.25,4.6,mwr,,173,1.356,1.19,us,usb000jggv,2013-11-15T03:20:22.000Z,"222 km WNW of Port McNeill, Canada",earthquake,,3.1,,,reviewed,us,us_pgc
2013-09-04T00:23:11.290Z,51.1832,-130.2245,9.92,6,mww,,70,1.431,0.87,us,usb000jgfh,2022-05-03T17:46:09.383Z,"230 km WNW of Port McNeill, Canada",earthquake,,2.5,,,reviewed,us,us
2013-09-03T23:07:08.410Z,51.186,-130.4766,10.02,4.7,mwr,,149,1.6,1.21,us,usb000jgdk,2013-11-15T03:20:22.000Z,"247 km WNW of Port McNeill, Canada",earthquake,,2.9,,,reviewed,us,us_pgc
2013-09-03T22:29:31.110Z,51.3277,-130.2195,9.85,5.5,mwr,,140,1.565,1.22,us,usb000jgci,2013-11-15T03:59:43.471Z,"234 km WNW of Port McNeill, Canada",earthquake,,2.7,,,reviewed,us,us_pgc
2013-09-03T22:25:46.210Z,51.088,-130.4752,10,4.2,mwr,,,,2.08,us,usb000k9wq,2013-11-15T03:20:22.000Z,"245 km WNW of Port McNeill, Canada",earthquake,,2,,,reviewed,us_pgc,us_pgc
2013-09-03T21:25:16.510Z,51.2548,-130.2999,10.15,5.1,mwr,,149,1.503,1.38,us,usb000jg9e,2013-11-15T03:20:22.000Z,"237 km WNW of Port McNeill, Canada",earthquake,,2.7,0.063,,reviewed,us,us
2013-09-03T21:05:56.670Z,51.2359,-130.1714,14.84,4.5,mb,,149,1.421,1.24,us,usb000jg8d,2013-11-15T03:20:22.000Z,"228 km WNW of Port McNeill, Canada",earthquake,,5.5,0.055,,reviewed,us,us
2013-09-03T20:19:06.340Z,51.244,-130.3971,2.73,6.1,mww,,44,1.704,0.93,us,usb000jg6b,2022-07-25T21:36:32.686Z,"243 km WNW of Port McNeill, Canada",earthquake,,3.7,,,reviewed,us,us
2013-09-02T12:49:00.410Z,49.3562,-129.4724,10,3.9,mwr,,170,1.364,1.21,us,usb000jf3v,2013-11-06T01:33:40.000Z,"219 km SW of Port McNeill, Canada",earthquake,,2,,,reviewed,us,us_pgc
2013-08-07T01:32:46.770Z,50.4683,-130.3687,10,4,mwr,,,,2.01,us,usb000ix7a,2013-10-12T21:32:30.000Z,"233 km W of Port McNeill, Canada",earthquake,,1.9,,,reviewed,us_pgc,us_pgc
2013-08-04T15:57:44.170Z,50.7777,-129.9112,13.05,3.9,mb,,155,1.802,1.01,us,usb000iv93,2013-09-25T17:45:52.000Z,"200 km W of Port McNeill, Canada",earthquake,,4.9,0.089,,reviewed,us,us
2013-08-04T13:22:27.640Z,49.6614,-127.4286,10,5.5,mwb,,33,2.563,0.69,us,usb000iv7t,2022-08-06T17:04:12.904Z,"86 km WSW of Vernon, Canada",earthquake,,1.7,0.071,,reviewed,us,us
2013-07-27T19:11:01.580Z,50.325,-129.99,21.5,4.6,mwr,128,145,,1.15,us,usc000iqr5,2014-11-07T01:51:20.702Z,"208 km W of Port McNeill, Canada",earthquake,,6.9,,,reviewed,us,pgc
2013-07-27T18:48:30.970Z,50.379,-130.15,14.3,3.9,mb,127,153,,0.88,us,usc000iqqu,2014-11-07T01:51:20.690Z,"218 km W of Port McNeill, Canada",earthquake,,4.9,,81,reviewed,us,us
2013-07-26T12:57:24.760Z,50.392,-129.968,10,5.1,mwr,97,72,,0.9,us,usc000ipmt,2022-07-25T19:06:48.210Z,"205 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2013-06-14T15:56:04.320Z,50.758,-130.518,10,4.1,mwr,13,100,,,us,usc000hqrn,2014-11-07T01:51:04.347Z,"243 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2013-04-13T09:39:32.810Z,52.791,-132.199,10.4,4.3,mwr,47,144,,1.45,us,usp000k06w,2014-11-07T01:50:33.538Z,"210 km SW of Prince Rupert, Canada",earthquake,,2,,,reviewed,us,pgc
2013-03-27T14:42:22.970Z,49.1921667,-126.5778333,4.514,2.6,md,9,222,0.6886,0.35,uw,uw60513196,2016-07-22T19:08:23.570Z,"49 km W of Tofino, Canada",earthquake,2.41,31.61,0.188,5,reviewed,uw,uw
2013-03-20T17:21:55.730Z,51.421,-130.443,10,4.3,mwr,68,178.1,,1.03,us,usb000fpmu,2014-11-07T01:50:22.027Z,"253 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2013-03-15T02:27:57.950Z,52.309,-132.276,24,4.5,mwr,289,152,,,us,usb000fl7c,2014-11-07T01:50:20.468Z,"258 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2013-03-15T00:55:43.530Z,52.426,-132.101,10,4.5,mwr,170,153.7,,1.43,us,usb000fl60,2014-11-07T01:50:20.446Z,"241 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2013-03-15T00:46:52.900Z,52.563,-131.865,10,4.3,mb,85,142.5,,1.29,us,usb000fl5v,2014-11-07T01:50:20.438Z,"220 km SSW of Prince Rupert, Canada",earthquake,,,,77,reviewed,us,us
2013-03-15T00:05:00.640Z,52.466,-132.063,10,4.5,mwr,231,135.3,,0.9,us,usb000fl55,2014-11-07T01:50:20.408Z,"236 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2013-02-25T13:41:26.360Z,52.688,-132.25,22.4,4.9,mwr,248,102.3,,,us,us2013mba2,2014-11-07T01:50:11.776Z,"221 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2013-02-07T18:15:42.700Z,50.861,-129.282,10,4,mw,7,204.7,,1.2,us,usp000jz55,2014-11-07T01:50:03.804Z,"157 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2013-01-18T01:42:07.000Z,50.861,-130.709,10,4.3,mwr,57,177.7,,,us,usp000jyhk,2014-11-07T01:49:51.177Z,"257 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2013-01-09T14:07:38.430Z,49.719,-130.03,10,4.3,mwr,80,145.6,,1.31,us,usp000jy4m,2014-11-07T01:49:48.215Z,"231 km WSW of Port McNeill, Canada",earthquake,,0,,,reviewed,us,pgc
2013-01-08T03:34:09.440Z,49.448,-129.035,10,3.9,mw,60,183.6,,0.95,us,usp000jy1g,2014-11-07T01:49:47.530Z,"188 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2013-01-07T03:33:23.920Z,49.113,-128.74,10,4.5,mwr,173,164.2,,1.25,us,usp000jy0e,2015-03-24T01:37:15.118Z,"199 km WSW of Vernon, Canada",earthquake,,,,,reviewed,us,pgc
2012-12-25T17:39:26.830Z,50.212,-129.806,10,4.1,mb,135,167.6,,1.22,us,usp000jxd7,2014-11-07T01:49:39.663Z,"197 km WSW of Port McNeill, Canada",earthquake,,,,62,reviewed,us,us
2012-12-23T19:08:38.630Z,50.743,-129.79,10,4.5,mwr,78,158.8,,1.43,us,usp000jxaz,2015-03-24T02:24:07.725Z,"191 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2012-12-21T13:50:13.290Z,48.7258333,-126.2131667,4.446,3.59,ml,15,159,0.2996,0.42,uw,uw60484677,2016-07-22T19:05:14.410Z,"52 km SSW of Tofino, Canada",earthquake,2.03,31.61,0.295,15,reviewed,uw,uw
2012-12-18T19:57:11.050Z,52.444,-132.045,10,4.3,mb,204,136.1,,1,us,usp000jx48,2014-11-07T01:49:37.652Z,"237 km SSW of Prince Rupert, Canada",earthquake,,,,108,reviewed,us,us
2012-12-17T00:35:08.360Z,52.655,-132.108,15.9,4.8,mwr,46,146.1,,,us,usp000jx22,2014-11-07T01:49:37.233Z,"219 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-12-16T02:50:58.330Z,52.737,-132.049,10,4.6,mwr,27,202,,1.16,us,usp000jx0q,2014-11-07T01:49:36.896Z,"209 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-12-09T13:04:09.870Z,52.887,-132.406,18.6,4.1,mwr,53,161.5,,1.2,us,usp000jwrd,2014-11-07T01:49:34.743Z,"210 km SW of Prince Rupert, Canada",earthquake,,8.7,,,reviewed,us,pgc
2012-12-06T05:28:01.000Z,53,-132.37,10,4.6,mwr,221,140,,0.99,us,usp000jwgx,2014-11-07T01:49:33.135Z,"199 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-12-04T18:32:00.000Z,52.72,-132.176,20.9,4.2,mwr,37,158.5,,,us,usp000jwf5,2014-11-07T01:49:32.599Z,"Haida Gwaii, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-30T03:03:13.850Z,53.011,-132.517,18,4.5,mwr,41,184.6,,,us,usp000jw8k,2014-11-07T01:49:27.757Z,"205 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-21T14:46:32.030Z,52.401,-131.826,10,4,mb,62,169.5,,1.17,us,usp000jvx8,2014-11-07T01:49:24.893Z,"235 km SSW of Prince Rupert, Canada",earthquake,,,,40,reviewed,us,us
2012-11-15T07:05:09.850Z,49.172,-128.785,10,4.3,mb,18,187.1,,1.23,us,usp000jvmc,2014-11-07T01:49:22.977Z,"199 km WSW of Vernon, Canada",earthquake,,,,4,reviewed,us,us
2012-11-14T03:04:45.010Z,51.829,-130.654,10,4.7,mb,253,146,,1.07,us,usp000jvjr,2014-11-07T01:49:22.586Z,"277 km S of Prince Rupert, Canada",earthquake,,,,172,reviewed,us,us
2012-11-13T07:34:19.000Z,52.815,-132.606,10,4.7,mwr,243,139.8,,1.02,us,usp000jvh7,2022-05-03T16:31:55.192Z,"225 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-13T04:55:45.000Z,52.705,-132.033,22.3,5.1,mwr,454,36.9,,,us,usp000jvgy,2022-05-03T15:57:35.788Z,"212 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-13T04:46:56.860Z,52.853,-132.623,10,4.1,mb,118,179.2,,1.2,us,usp000jvgx,2014-11-07T01:49:22.162Z,"222 km SW of Prince Rupert, Canada",earthquake,,,,75,reviewed,us,us
2012-11-13T04:31:27.720Z,52.9,-132.451,10,4.1,mb,102,179.5,,1.18,us,usp000jvgv,2014-11-07T01:49:22.149Z,"211 km SW of Prince Rupert, Canada",earthquake,,,,72,reviewed,us,us
2012-11-12T07:26:01.290Z,52.231,-131.561,10,4.2,mwr,152,176.8,,0.87,us,usp000jvee,2014-11-07T01:49:21.122Z,"246 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-12T06:50:43.510Z,52.216,-131.503,10,4.3,mwr,150,162.6,,1.07,us,usp000jvec,2014-11-07T01:49:21.107Z,"246 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-10T06:27:17.880Z,49.415,-128.235,10,4.1,mb,97,172.3,,1.35,us,usp000jva7,2014-11-07T01:49:20.007Z,"151 km WSW of Vernon, Canada",earthquake,,,,43,reviewed,us,us
