"year","month","day","hour","minute","second","Lat","Long","Dep"
2024,9,21,10,9,54.91,51.521346,-130.797249,6.908
2024,9,21,10,12,5.98,51.528402,-130.808398,7.108
2024,9,21,10,17,13.48,51.528601,-130.779183,7.346
2024,9,21,10,31,1.99,51.357385,-130.661174,9.411
2024,9,21,10,42,13.23,51.527718,-130.80249,8.084
2024,9,21,10,48,13.42,51.349402,-130.834709,6.032
2024,9,21,10,49,43.13,51.508512,-130.783,9.931
2024,9,21,10,51,46.53,51.46947,-130.770785,11.045
2024,9,21,10,55,15.98,51.52087,-130.79104,8.76
2024,9,21,10,59,29.61,51.583118,-130.851424,9.748
2024,9,21,11,18,1.83,51.352421,-130.726383,9.749
2024,9,21,11,21,39.12,51.326188,-130.927352,8.469
2024,9,21,11,25,9.01,51.391321,-130.739559,20.974
2024,9,21,11,29,7.45,51.404814,-130.752653,17.7
2024,9,21,11,40,19.21,51.366886,-131.080029,6.522
2024,9,21,11,47,52.55,51.293754,-130.753719,16.098
2024,9,21,12,8,5.86,51.334542,-130.909058,5.707
2024,9,21,12,10,0.07,51.343168,-130.89248,21.591
2024,9,21,12,25,38.69,51.330823,-131.230762,6.577
2024,9,21,12,28,32.88,51.33538,-130.720614,1.478
2024,9,21,12,42,58.29,51.337549,-131.202173,13.483
2024,9,21,12,55,41.29,51.352865,-130.905062,22.451
2024,9,21,13,4,4.03,51.385815,-130.736776,9.94
2024,9,21,13,19,57.33,51.392326,-130.740186,22.321
2024,9,21,13,32,57.36,51.53584,-130.80966,13.365
2024,9,21,13,40,31.94,51.48551,-130.776457,11.603
2024,9,21,13,58,1.71,51.358459,-130.793986,4.105
2024,9,21,13,59,9.36,51.569051,-130.83995,6.642
2024,9,21,14,3,28.88,51.542456,-130.831331,6.164
2024,9,21,14,15,51.88,51.386796,-130.742765,18.977
2024,9,21,14,27,41.05,51.353097,-130.709847,5.529
2024,9,21,14,39,24.37,51.451607,-130.76272,4.603
2024,9,21,14,43,45.82,51.540466,-130.81145,7.534
2024,9,21,14,53,50.25,51.444486,-130.660775,16.43
2024,9,21,15,18,56.58,51.483464,-130.773177,10.693
2024,9,21,15,24,57.17,51.413798,-130.774927,10.106
2024,9,21,15,25,32.99,51.541479,-130.836694,9.469
2024,9,21,15,28,20.02,51.541874,-130.821883,9.053
2024,9,21,15,29,23.25,51.463554,-130.740861,9.613
2024,9,21,15,31,17.85,51.484814,-130.770256,11.448
2024,9,21,15,34,4.26,51.33962,-130.926082,6.849
2024,9,21,15,40,47.48,51.443188,-130.779753,11.103
2024,9,21,15,44,55.17,51.271257,-130.766471,6.66
2024,9,21,15,46,29.16,51.38938,-130.75144,14.652
2024,9,21,15,51,28.65,51.514677,-130.813875,7.846
2024,9,21,15,54,31.26,51.542346,-130.814315,5.616
2024,9,21,16,4,49.41,51.26818,-130.766968,8.474
2024,9,21,16,6,39.77,51.352437,-130.700212,18.382
2024,9,21,16,9,10.42,51.346688,-130.672559,11.488
2024,9,21,16,11,23,51.364156,-130.694417,1.074
2024,9,21,16,14,5.3,51.263123,-130.673454,5.988
2024,9,21,16,16,33.31,51.354187,-130.694344,12.758
2024,9,21,16,17,17.11,51.476107,-130.74283,13.431
2024,9,21,16,26,25.75,51.492122,-130.789404,8.42
2024,9,21,16,28,15.06,51.451929,-130.755094,13.103
2024,9,21,16,28,51.13,51.417236,-130.733252,5.854
2024,9,21,16,29,41.24,51.344788,-130.926351,6.337
2024,9,21,16,34,30.9,51.358203,-130.735563,8.911
2024,9,21,16,36,1.17,51.413448,-130.74895,15.186
2024,9,21,16,50,50.73,51.663306,-130.937443,20.457
2024,9,21,16,54,29.14,50.983061,-130.615674,5.981
2024,9,21,17,14,58.49,51.348022,-130.793221,6.252
2024,9,21,17,17,49.15,51.364783,-130.687207,7.602
2024,9,21,17,31,40.96,51.387394,-130.713249,9.317
2024,9,21,17,36,30.3,51.009912,-130.509302,12.497
2024,9,21,17,43,57.2,51.446159,-130.752433,15.068
2024,9,21,17,53,51.21,51.4828,-130.762663,12.273
2024,9,21,17,57,2.48,51.535282,-130.812752,6.904
2024,9,21,18,15,22.83,51.359957,-131.072477,4.37
2024,9,21,18,18,45.81,51.336621,-131.204305,13.772
2024,9,21,18,22,39.86,51.387769,-130.75109,17.179
2024,9,21,18,26,14.02,51.272961,-130.874048,5.126
2024,9,21,18,27,24.45,51.357035,-130.677612,20.163
2024,9,21,18,32,28.52,51.350643,-130.791504,11.154
2024,9,21,19,1,12.7,51.335645,-130.932837,8.342
2024,9,21,19,5,10.36,51.354211,-130.728247,9.16
2024,9,21,19,18,8.68,51.321623,-130.681771,12.144
2024,9,21,19,25,4.28,51.336251,-131.208138,13.611
2024,9,21,19,27,57.8,51.279179,-130.697388,8.787
2024,9,21,19,29,28.87,51.358687,-130.706217,3.964
2024,9,21,19,44,2.19,51.468701,-130.760669,19.43
2024,9,21,20,0,25.74,51.426563,-130.742017,11.672
2024,9,21,20,2,29.1,51.465576,-130.777954,12.305
2024,9,21,20,4,41.18,51.277014,-130.777653,6.966
2024,9,21,20,19,1.17,51.35507,-130.768197,8.442
2024,9,21,20,34,21.84,51.42391,-130.736768,10.965
2024,9,21,20,43,42.51,51.500024,-130.78715,8.464
2024,9,21,20,49,23.88,51.403731,-131.113761,5.971
2024,9,21,20,51,35.85,51.306376,-130.799854,8.565
2024,9,21,21,3,6.53,51.360657,-130.702165,9.381
2024,9,21,21,14,8.54,51.417411,-130.76591,9.775
2024,9,21,21,15,15.03,51.557568,-130.830477,9.182
2024,9,21,21,19,58.3,51.389185,-130.707682,9.901
2024,9,21,21,26,44.59,51.284684,-130.67889,14.827
2024,9,21,21,36,19.66,51.414425,-131.045272,13.38
2024,9,21,21,37,36.69,51.213285,-130.65568,9.757
2024,9,21,21,41,18.86,51.397709,-130.744401,9.908
2024,9,21,21,52,32.62,51.444572,-130.748999,16.457
2024,9,21,21,53,22.94,51.552991,-130.825472,5.783
2024,9,21,22,6,55.73,51.382389,-131.068302,8.606
2024,9,21,22,12,30.68,51.334135,-130.923381,5.074
2024,9,21,22,27,6.89,51.270374,-130.778101,1.99
2024,9,21,22,30,58.62,51.421151,-131.033228,2.141
2024,9,21,22,33,8.1,51.374504,-130.724048,9.673
2024,9,21,22,39,55.62,51.406132,-130.725871,8.462
2024,9,21,22,45,41.83,51.039937,-130.600724,8.945
2024,9,21,22,52,26.64,51.335986,-130.910807,8.248
2024,9,21,23,1,51.75,51.26757,-130.7993,9.02
2024,9,21,23,3,0.25,51.486743,-130.775635,10.988
2024,9,21,23,5,32.22,51.408757,-130.751164,15.251
2024,9,21,23,13,16.02,51.278857,-130.778939,8.771
2024,9,21,23,31,6.62,51.442834,-130.770752,8.366
2024,9,21,23,35,21.01,51.403674,-130.753507,14.726
2024,9,21,23,44,13.62,51.015503,-130.638835,13.817
2024,9,21,23,45,12.14,51.013708,-130.637305,9.149
2024,9,21,23,45,46.38,51.574325,-130.850374,8.602
2024,9,21,23,47,42.09,51.40507,-130.750106,16.165
2024,9,21,23,48,45.82,51.41545,-130.767065,11.632
2024,9,21,23,49,44,51.135099,-130.772331,15.273
2024,9,21,23,53,26.46,51.432418,-130.747445,15.485
2024,9,22,0,1,28.13,51.370911,-130.75638,9.001
2024,9,22,0,8,31.79,51.481348,-130.776058,9.517
2024,9,22,0,13,28.33,51.367684,-130.765771,9.996
2024,9,22,0,17,57.17,51.274894,-130.738517,16.983
2024,9,22,0,39,54.45,51.349414,-130.792537,16.354
2024,9,22,0,54,42.53,51.5455,-130.822445,6.944
2024,9,22,0,56,36.8,51.362305,-130.777734,13
2024,9,22,1,3,36.66,51.406787,-130.74493,8.177
2024,9,22,1,9,17.91,51.343848,-130.683822,5.263
2024,9,22,1,31,31.99,50.999447,-130.619092,16.057
2024,9,22,1,52,19.47,51.337362,-130.925716,5.52
2024,9,22,1,57,40.35,51.34019,-130.812915,23.638
2024,9,22,2,4,20.05,51.465413,-130.752759,17.233
2024,9,22,2,23,14.66,51.353349,-130.839795,6.409
2024,9,22,2,41,57.85,51.399259,-130.735653,9.848
2024,9,22,2,42,47.34,50.758146,-130.566553,27.505
2024,9,22,2,47,18.25,51.37948,-130.756038,8.481
2024,9,22,2,50,33.75,51.398828,-130.735604,9.787
2024,9,22,2,54,34.24,51.534566,-130.825692,0.448
2024,9,22,3,1,47.02,51.346981,-130.743205,8.585
2024,9,22,3,4,42.05,51.40415,-131.117472,7.545
2024,9,22,3,10,18.32,51.378105,-130.754069,6.298
2024,9,22,3,10,58.27,50.774353,-130.537207,14.303
2024,9,22,3,17,3.19,50.764396,-130.572469,26.113
2024,9,22,3,31,8.53,51.374186,-130.749593,6.156
2024,9,22,3,32,4.06,51.33973,-130.568213,6.515
2024,9,22,3,33,18.84,51.530253,-130.827588,9.803
2024,9,22,3,34,38.41,51.347876,-130.804289,7.572
2024,9,22,3,35,35.95,51.371558,-130.748584,19.597
2024,9,22,3,39,17.69,51.372148,-130.747721,19.538
2024,9,22,3,47,51.39,51.384733,-130.740422,11.709
2024,9,22,3,54,24.49,51.34738,-130.802051,5.137
2024,9,22,3,56,45.97,51.40485,-130.757707,15.2
2024,9,22,3,58,28.69,51.343937,-130.802922,5.069
2024,9,22,4,1,3.98,51.578166,-130.865649,11.606
2024,9,22,4,1,16.11,51.010506,-130.620101,12.77
2024,9,22,4,3,47.26,51.368628,-130.745557,12.368
2024,9,22,4,7,37.51,51.365312,-130.753149,8.439
2024,9,22,4,9,30.1,51.372811,-130.750456,5.836
2024,9,22,4,16,12.41,51.346501,-130.797567,5.926
2024,9,22,4,23,41.88,51.563485,-130.846704,8.888
2024,9,22,4,26,54.23,51.349577,-130.812687,7.256
2024,9,22,4,33,11.66,51.350256,-131.156592,15.409
2024,9,22,4,36,23.02,51.339417,-130.561727,6.505
2024,9,22,4,38,21.93,51.34906,-130.785498,6.785
2024,9,22,4,42,2.91,50.785738,-130.515438,7.406
2024,9,22,4,43,0.49,51.349963,-130.74624,9.975
2024,9,22,4,47,56.26,51.246716,-130.730111,10.143
2024,9,22,4,51,10.36,51.033191,-130.56805,13.233
2024,9,22,4,54,23.82,51.35494,-130.771826,20.346
2024,9,22,5,19,12.13,51.413578,-130.75118,14.427
2024,9,22,5,40,48.6,51.402686,-130.713997,9.568
2024,9,22,6,12,49.91,51.353194,-130.656714,11.803
2024,9,22,6,22,12.75,51.479382,-130.757674,11.654
2024,9,22,6,25,52.4,51.387834,-130.704403,8.733
2024,9,22,6,28,14.81,51.367448,-130.745768,12.936
2024,9,22,6,29,49.5,50.773523,-130.566121,24.935
2024,9,22,7,0,27.45,51.334371,-130.800065,2.896
2024,9,22,7,2,57.82,51.542554,-130.822917,15.951
2024,9,22,7,5,1,51.539278,-130.816284,6.193
2024,9,22,7,7,15.31,51.349634,-130.890804,8.863
2024,9,22,7,8,27.07,51.316069,-130.82828,8.039
2024,9,22,7,28,13.19,51.396733,-130.737223,17.485
2024,9,22,7,48,10.1,51.371794,-130.746045,6.364
2024,9,22,7,53,55.35,51.368884,-130.770858,9.444
2024,9,22,8,8,51.41,51.517061,-130.809033,7.53
2024,9,22,8,12,39.41,51.347502,-130.822453,5.035
2024,9,22,8,29,30.94,51.369828,-130.753434,9.052
2024,9,22,8,30,36.29,51.442692,-130.747493,13.676
2024,9,22,8,39,48.61,51.548905,-130.831226,6.435
2024,9,22,8,49,31.35,50.772705,-130.533757,14.151
2024,9,22,8,57,46.51,51.525769,-130.81001,12.225
2024,9,22,9,0,11.46,51.592029,-130.866374,11.005
2024,9,22,9,2,7.88,50.78241,-130.511808,8.398
2024,9,22,9,8,2.53,51.262219,-130.775065,10.062
2024,9,22,9,15,46.96,50.789844,-130.512524,6.737
2024,9,22,9,27,50.94,51.467053,-130.755412,5.893
2024,9,22,9,43,3.1,51.567017,-130.847599,9.347
2024,9,22,9,43,43.07,51.566988,-130.845182,9.553
2024,9,22,9,44,16.53,51.555029,-130.831128,9.223
2024,9,22,9,53,22.02,51.40542,-130.746989,8.099
2024,9,22,9,58,9.03,51.463163,-130.783887,12.681
2024,9,22,10,0,45.15,51.295805,-130.675326,8.329
2024,9,22,10,2,31.42,51.458667,-130.724984,21.477
2024,9,22,10,6,33.24,51.258309,-130.770133,9.189
2024,9,22,10,12,2.59,51.373682,-130.753866,9.41
2024,9,22,10,18,15.55,51.394177,-130.817668,10.003
2024,9,22,10,23,49.32,51.424386,-130.752555,7.46
2024,9,22,10,36,17.01,51.350354,-130.72806,6.601
2024,9,22,10,43,10.77,51.52948,-130.812606,3.903
2024,9,22,10,44,1.6,51.355339,-130.665275,9.656
2024,9,22,10,49,40.24,50.630233,-130.41582,25.519
2024,9,22,10,51,37.49,51.350094,-130.795312,11.892
2024,9,22,10,52,0.84,51.481978,-130.764551,6.723
2024,9,22,10,53,8.18,51.327055,-130.682821,9.48
2024,9,22,10,53,41.16,50.783675,-130.512687,8.995
2024,9,22,11,16,38.35,51.339136,-130.90533,19.663
2024,9,22,11,21,53.36,51.56451,-130.849007,9.614
2024,9,22,11,28,36.52,51.370044,-130.751009,14.212
2024,9,22,11,35,11.56,51.512056,-130.781071,9.593
2024,9,22,11,37,16.53,50.778609,-130.506185,8.779
2024,9,22,11,37,57.33,51.494214,-130.785628,16.351
2024,9,22,12,20,52.32,51.388989,-130.74777,15.804
2024,9,22,12,38,13.14,51.551265,-130.860718,6.78
2024,9,22,12,46,48.43,51.3349,-130.92688,6.392
2024,9,22,13,1,24.34,51.448633,-130.783643,15.228
2024,9,22,13,4,31.95,51.331596,-130.906925,6.871
2024,9,22,13,6,50.9,51.46676,-130.76014,8.816
2024,9,22,13,18,54.55,51.330058,-130.533984,0.334
2024,9,22,13,38,58.95,51.441219,-130.671021,19.575
2024,9,22,13,43,1.94,51.436479,-130.679077,16.385
2024,9,22,13,47,21.56,50.957324,-130.520841,4.558
2024,9,22,13,51,7.22,51.462524,-130.74991,6.028
2024,9,22,13,57,46.8,51.429089,-130.766292,13.649
2024,9,22,14,2,27.18,51.404496,-130.626733,9.974
2024,9,22,14,23,36.17,51.297392,-130.778564,7.961
2024,9,22,14,26,49,51.512223,-130.747974,9.827
2024,9,22,14,41,50.41,50.773059,-130.538151,15.401
2024,9,22,14,44,46.77,50.773218,-130.53562,14.235
2024,9,22,14,52,47.68,51.345235,-130.892008,23.808
2024,9,22,14,57,17.24,51.330481,-130.919059,6.152
2024,9,22,14,58,27.85,51.382711,-130.746859,17.083
2024,9,22,15,1,39,51.543152,-130.831812,9.79
2024,9,22,15,5,26.45,51.335551,-130.913167,16.617
2024,9,22,15,7,30.85,51.561381,-130.854769,10.072
2024,9,22,15,12,51.73,51.58866,-130.858993,6.59
2024,9,22,15,15,22.67,51.541748,-130.849805,5.369
2024,9,22,15,17,56.16,51.597127,-130.864714,6.691
2024,9,22,15,21,34.61,51.413871,-130.752262,9.838
2024,9,22,15,36,29.02,51.347754,-130.871916,5.824
2024,9,22,15,49,12.04,51.26604,-131.129281,10.766
2024,9,22,15,58,43.56,51.348279,-130.775171,18.406
2024,9,22,16,3,4.46,51.27205,-130.747518,6.638
2024,9,22,16,15,10.72,51.560714,-130.829842,8.631
2024,9,22,16,16,8.04,51.557959,-130.828133,6.6
2024,9,22,16,17,54.59,51.335889,-130.917863,6.528
2024,9,22,16,17,55.38,51.305302,-130.876066,1.632
2024,9,22,16,18,16.97,51.343848,-130.892554,23.404
2024,9,22,16,20,2.11,51.342025,-130.890877,22.74
2024,9,22,16,23,55.4,51.342749,-130.892757,22.346
2024,9,22,16,23,56.16,51.334318,-130.911963,5.876
2024,9,22,16,27,28.22,51.394214,-130.737191,11.418
2024,9,22,16,29,14.21,51.342672,-130.891138,21.934
2024,9,22,16,33,48.86,51.482487,-130.781763,11.612
2024,9,22,16,42,19.31,51.531396,-130.806388,13.053
2024,9,22,16,48,47.42,51.37078,-131.092741,5.361
2024,9,22,16,49,48.8,51.338127,-130.912573,5.833
2024,9,22,16,50,40.78,51.436304,-130.983651,18.377
2024,9,22,17,4,26.17,51.451339,-130.742114,9.936
2024,9,22,17,14,27.45,51.400781,-131.117057,6.121
2024,9,22,17,22,26.13,51.357731,-130.675195,12.006
2024,9,22,17,27,42.75,51.338171,-131.206779,12.996
2024,9,22,17,31,14.77,50.901624,-130.571916,6.38
2024,9,22,17,35,8.17,51.381372,-130.755363,9.121
2024,9,22,17,40,34.23,51.496891,-130.770785,16.319
2024,9,22,17,45,45.04,51.414909,-130.761271,14.297
2024,9,22,17,47,5.41,51.368221,-130.76757,9.85
2024,9,22,17,51,43.56,51.45446,-130.786011,11.977
2024,9,22,17,52,17.35,51.494954,-130.770093,3.555
2024,9,22,17,54,32.79,51.286886,-130.683512,8.605
2024,9,22,17,57,47.34,51.361723,-130.772445,8.947
2024,9,22,18,0,17.81,51.349174,-130.777547,11.855
2024,9,22,18,1,37.83,51.540177,-130.810872,5.935
2024,9,22,18,2,33.95,51.588094,-130.857129,10.378
2024,9,22,18,7,0.29,51.337703,-130.871419,10.294
2024,9,22,18,40,2.24,51.296403,-130.675138,11.078
2024,9,22,18,59,8.95,51.533577,-130.809261,5.913
2024,9,22,19,2,10.62,51.297876,-130.763086,13.754
2024,9,22,19,16,47.47,51.396891,-130.737931,13.045
2024,9,22,20,25,41.57,51.360042,-130.78798,10.471
2024,9,22,20,42,6.97,51.579386,-130.848674,8.496
2024,9,22,20,44,0.35,51.481132,-130.754492,1.969
2024,9,22,20,46,1.3,51.495203,-130.770516,9.951
2024,9,22,21,7,25.21,51.484139,-130.760588,16.66
2024,9,22,21,11,39.21,51.271452,-130.791593,9.979
2024,9,22,21,23,2.19,50.993412,-130.614388,10.348
2024,9,22,21,23,17.86,51.5047,-130.790324,7.807
2024,9,22,21,48,35.46,51.479419,-130.756966,11.305
2024,9,22,21,57,38.25,51.338892,-130.824137,6.604
2024,9,22,22,5,8.26,51.558948,-130.837622,8.006
2024,9,22,22,6,3.82,51.330827,-130.901563,5.384
2024,9,22,22,7,51.15,51.391752,-130.754134,12.269
2024,9,22,22,13,0.19,51.41639,-130.781177,10.221
2024,9,22,22,30,33.84,51.397245,-130.755908,13.813
2024,9,22,22,33,17.43,51.263871,-130.765023,7.766
2024,9,22,22,43,27.51,51.45907,-130.766048,7.868
2024,9,22,22,44,13.62,51.355037,-130.663013,10.215
2024,9,22,23,0,19.13,51.385567,-130.700871,5.993
2024,9,22,23,13,56.09,51.335722,-130.907088,21.377
2024,9,22,23,23,13.87,51.524613,-130.795996,11.994
2024,9,22,23,31,20.43,51.358468,-130.711662,8.448
2024,9,22,23,33,17.64,51.479268,-130.768506,7.318
2024,9,22,23,33,39.03,51.417306,-130.750505,7.933
2024,9,22,23,41,6.24,50.6552,-130.39366,15.938
2024,9,22,23,43,44.79,51.348966,-130.833984,6.872
2024,9,22,23,45,11.17,51.326208,-130.916113,8.988
2024,9,22,23,46,6.4,51.330196,-130.917969,9.032
2024,9,22,23,59,44,51.34646,-130.820719,8.87
2024,9,23,0,3,51.45,51.395186,-130.678491,10.297
2024,9,23,0,5,23.73,51.589258,-130.822184,11.064
2024,9,23,0,12,3.5,51.478914,-130.761922,11.361
2024,9,23,0,22,20.34,51.403739,-130.719963,9.324
2024,9,23,0,23,54.26,51.405086,-130.719491,8.555
2024,9,23,0,31,50.77,51.042871,-130.714567,19.183
2024,9,23,0,37,28.29,51.041687,-130.717074,18.722
2024,9,23,0,42,28.11,51.454683,-130.849593,9.445
2024,9,23,0,49,11.97,51.355542,-130.712451,0.718
2024,9,23,0,52,5.96,51.531661,-130.807161,7.325
2024,9,23,1,2,55.23,51.530013,-130.807609,7.284
2024,9,23,1,4,44.06,51.357694,-130.669775,9.783
2024,9,23,1,17,24.1,51.436084,-130.740177,14.7
2024,9,23,1,21,7.96,51.490348,-130.778459,12.458
2024,9,23,1,36,10.7,51.347872,-130.836263,7.909
2024,9,23,1,37,55.54,51.348641,-130.833887,8.073
2024,9,23,1,39,43.53,51.341996,-130.837012,8.796
2024,9,23,1,40,32.82,51.518205,-130.789551,18.578
2024,9,23,1,41,59.36,51.44952,-130.784635,9.861
2024,9,23,1,43,28.76,51.52666,-130.802116,8.131
2024,9,23,1,50,43.6,51.554492,-130.836841,19.194
2024,9,23,1,52,16.71,51.55568,-130.835758,6.163
2024,9,23,2,3,59.26,51.589486,-130.827905,8.084
2024,9,23,2,9,7.69,51.553495,-130.833122,6.309
2024,9,23,2,11,40.48,51.539612,-130.820711,13.959
2024,9,23,2,13,4.12,51.572791,-130.878101,8.301
2024,9,23,2,18,47.69,51.540979,-130.839006,6.572
2024,9,23,2,35,34.57,51.598861,-130.860897,7.343
2024,9,23,2,36,35.44,51.390255,-130.731779,15.397
2024,9,23,2,51,18.85,51.024093,-130.636019,15
2024,9,23,2,56,5.62,51.532288,-130.822689,7.728
2024,9,23,3,3,10.2,51.55096,-130.847656,7.809
2024,9,23,3,11,43.96,51.259961,-130.769832,9.118
2024,9,23,3,13,38.68,50.894523,-130.706779,9.621
2024,9,23,3,14,26.52,51.252637,-130.737549,7.765
2024,9,23,3,17,37.48,50.792354,-130.477979,6.211
2024,9,23,3,18,22.29,51.533158,-130.825179,6.907
2024,9,23,3,23,6.52,51.392342,-130.760938,12.243
2024,9,23,3,24,3.61,51.406327,-130.727189,9.198
2024,9,23,3,28,57.44,51.53654,-130.821086,6.908
2024,9,23,3,33,0.68,51.515804,-130.793921,14.926
2024,9,23,3,37,14.45,51.425936,-130.727938,5.339
2024,9,23,3,39,5.85,51.345748,-130.746395,12.053
2024,9,23,3,39,57.73,51.348014,-130.830021,5.722
2024,9,23,3,43,42.3,51.458582,-130.75179,11.541
2024,9,23,3,53,13.81,51.542094,-130.831942,9.396
2024,9,23,4,16,26.18,51.418762,-130.752507,13.029
2024,9,23,4,21,9.97,51.347945,-130.820052,6.309
2024,9,23,4,42,35.54,50.744364,-130.466276,10.014
2024,9,23,4,43,59.64,51.275911,-130.733586,2.909
2024,9,23,4,45,23.45,51.481433,-130.777254,12.95
2024,9,23,4,58,2.96,51.345056,-130.922721,16.436
2024,9,23,4,58,35.81,51.26425,-131.132666,12.236
2024,9,23,5,1,18.94,51.418856,-130.755859,7.608
2024,9,23,5,2,11.62,51.266797,-131.128361,12.82
2024,9,23,5,4,54.12,51.551156,-130.827311,9.366
2024,9,23,5,7,32.43,51.462524,-130.752214,14.59
2024,9,23,5,8,30.11,51.420748,-130.75507,1.764
2024,9,23,5,13,54.42,51.263745,-131.130428,16.194
2024,9,23,5,19,38.59,51.272087,-131.134741,6.734
2024,9,23,5,24,5.01,51.38457,-130.729858,10.886
2024,9,23,5,31,32.66,51.355558,-130.719743,1.618
2024,9,23,5,39,33.05,50.988424,-130.610913,6.557
2024,9,23,6,3,31.95,51.271993,-131.133838,8.86
2024,9,23,6,20,44.8,51.444328,-130.765511,8.952
2024,9,23,6,37,46.85,51.509469,-130.787191,14.142
2024,9,23,6,40,2.18,51.342306,-130.921224,6.426
2024,9,23,6,50,25.58,51.487463,-130.774772,14.443
2024,9,23,6,58,52.38,51.273035,-131.133407,6.282
2024,9,23,7,19,12.1,51.672225,-130.937777,17.271
2024,9,23,7,32,29.08,51.39165,-130.706812,9.395
2024,9,23,7,41,6.25,50.770235,-130.493815,13.341
2024,9,23,8,6,59.13,51.504447,-130.784644,8.064
2024,9,23,8,7,43.27,51.36239,-130.742106,6.067
2024,9,23,8,14,52.99,51.477437,-130.766471,6.53
2024,9,23,8,16,8.84,51.574573,-130.855583,10.552
2024,9,23,8,19,26.35,51.272473,-130.75175,9.521
2024,9,23,8,26,34.96,51.364803,-130.777059,10.001
2024,9,23,8,48,42.49,51.443416,-130.771672,6.09
2024,9,23,9,0,24.18,51.536963,-130.804671,5.512
2024,9,23,9,17,15.93,51.391325,-130.72063,11.515
2024,9,23,9,21,4.6,51.372799,-130.776034,8.655
2024,9,23,9,22,32.33,51.409334,-130.753548,10.844
2024,9,23,9,23,27.33,51.475228,-130.76932,14.748
2024,9,23,9,24,13.25,51.329224,-130.79821,9.064
2024,9,23,9,26,4.28,51.369812,-130.760156,9.62
2024,9,23,9,30,26.76,51.52631,-130.811491,8.637
2024,9,23,9,34,10.28,51.350053,-130.678166,6.539
2024,9,23,9,36,16.93,51.39648,-130.713851,8.202
2024,9,23,9,37,28.59,51.385539,-130.755086,11.622
2024,9,23,9,48,28.04,51.505688,-130.787183,8.064
2024,9,23,9,55,2.96,51.464237,-130.740356,12.381
2024,9,23,9,57,28.01,51.423136,-130.75127,9.055
2024,9,23,10,10,35.29,51.420907,-130.769442,15.141
2024,9,23,10,18,29.58,51.468608,-130.751587,5.993
2024,9,23,10,25,30.87,51.40081,-131.053662,8.204
2024,9,23,10,33,21.34,51.358716,-130.663835,9.874
2024,9,23,10,35,37.09,51.401335,-131.053068,9.843
2024,9,23,10,43,24.1,51.508777,-130.784351,11.821
2024,9,23,10,57,33.26,51.559843,-130.840291,5.823
2024,9,23,10,58,36.54,51.558325,-130.815251,6.792
2024,9,23,11,4,14.57,51.477205,-130.769417,4.194
2024,9,23,11,14,37.2,51.274703,-130.740519,8.451
2024,9,23,11,15,15.01,51.352181,-130.727279,8.23
2024,9,23,11,17,41.24,51.336003,-131.202466,14.312
2024,9,23,12,8,45.15,50.99598,-130.514673,4.949
2024,9,23,12,13,17.11,51.477669,-130.76005,6.515
2024,9,23,12,17,47.74,51.481234,-130.760539,6.138
2024,9,23,12,23,35.67,51.559241,-130.888298,6.258
2024,9,23,12,24,59.55,51.499357,-130.77452,7.647
2024,9,23,12,33,16.87,51.235832,-130.7236,8.712
2024,9,23,12,36,17.73,51.409371,-130.732845,6.561
2024,9,23,12,38,6.37,51.320943,-130.814591,4.409
2024,9,23,12,41,55.32,51.444149,-130.774455,9.615
2024,9,23,12,57,42.35,51.355269,-130.665666,9.868
2024,9,23,13,7,49.17,51.541207,-130.817952,8.554
2024,9,23,13,12,14.6,51.450867,-130.739404,11.216
2024,9,23,13,24,37.5,51.428605,-130.750179,6.94
2024,9,23,13,27,19.78,51.408577,-130.805819,10.505
2024,9,23,13,29,45.57,51.372835,-130.774731,9.258
2024,9,23,13,34,40.71,51.366219,-130.760343,9.7
2024,9,23,13,37,51.65,51.409347,-130.787207,9.515
2024,9,23,13,52,44.23,51.374963,-131.175635,6.632
2024,9,23,13,58,10.55,51.406051,-131.049414,10.492
2024,9,23,14,2,33.48,51.554264,-130.833822,7.132
2024,9,23,14,22,18.95,51.406335,-131.049618,11.971
2024,9,23,14,45,0.21,51.247392,-130.730062,9.647
2024,9,23,14,46,43.66,51.559253,-130.822542,17.801
2024,9,23,14,50,23.06,51.334558,-131.030444,9.207
2024,9,23,14,50,46.61,51.605648,-130.793075,4.276
2024,9,23,14,53,33.37,51.359184,-130.924609,5.865
2024,9,23,14,54,53.58,51.362533,-130.801375,5.738
2024,9,23,14,56,35.69,51.351514,-130.690063,7.847
2024,9,23,15,2,28.38,51.525073,-130.793376,6.165
2024,9,23,15,20,12.54,51.392863,-130.735457,9.061
2024,9,23,15,20,45.86,51.502124,-130.776961,14.36
2024,9,23,15,29,10.33,51.372001,-130.771305,10.728
2024,9,23,15,30,4.91,51.265299,-130.688363,6.472
2024,9,23,15,33,8.46,51.579305,-130.851034,8.184
2024,9,23,15,37,28.34,51.37946,-130.773828,10.35
2024,9,23,15,44,49.1,51.561751,-130.834652,8.416
2024,9,23,15,45,28.51,51.408582,-130.61346,9.463
2024,9,23,16,7,57.76,51.406974,-131.049813,19.97
2024,9,23,16,13,32.36,51.404879,-130.712728,5.698
2024,9,23,16,16,28.3,51.367851,-130.760319,9.151
2024,9,23,16,27,47.34,51.416215,-130.778027,8.625
2024,9,23,16,28,34.42,51.385185,-130.705737,9.781
2024,9,23,16,30,23.79,51.519592,-130.797933,11.587
