       -133.000          49.000      -0.0025100
       -133.000          49.020      -0.0023580
       -133.000          49.040      -0.0021970
       -133.000          49.060      -0.0020240
       -133.000          49.080      -0.0018400
       -133.000          49.100      -0.0016450
       -133.000          49.120      -0.0014370
       -133.000          49.140      -0.0012170
       -133.000          49.160      -0.0009830
       -133.000          49.180      -0.0007360
       -133.000          49.200      -0.0004750
       -133.000          49.220      -0.0001990
       -133.000          49.240       0.0000920
       -133.000          49.260       0.0003990
       -133.000          49.280       0.0007230
       -133.000          49.300       0.0010630
       -133.000          49.320       0.0014210
       -133.000          49.340       0.0017970
       -133.000          49.360       0.0021910
       -133.000          49.380       0.0026040
       -133.000          49.400       0.0030370
       -133.000          49.420       0.0034900
       -133.000          49.440       0.0039630
       -133.000          49.460       0.0044570
       -133.000          49.480       0.0049720
       -133.000          49.500       0.0055090
       -133.000          49.520       0.0060680
       -133.000          49.540       0.0066490
       -133.000          49.560       0.0072530
       -133.000          49.580       0.0078790
       -133.000          49.600       0.0085280
       -133.000          49.620       0.0091990
       -133.000          49.640       0.0098930
       -133.000          49.660       0.0106090
       -133.000          49.680       0.0113460
       -133.000          49.700       0.0121060
       -133.000          49.720       0.0128850
       -133.000          49.740       0.0136850
       -133.000          49.760       0.0145030
       -133.000          49.780       0.0153400
       -133.000          49.800       0.0161920
       -133.000          49.820       0.0170590
       -133.000          49.840       0.0179400
       -133.000          49.860       0.0188310
       -133.000          49.880       0.0197300
       -133.000          49.900       0.0206350
       -133.000          49.920       0.0215430
       -133.000          49.940       0.0224500
       -133.000          49.960       0.0233530
       -133.000          49.980       0.0242470
       -133.000          50.000       0.0251290
       -133.000          50.020       0.0259920
       -133.000          50.040       0.0268320
       -133.000          50.060       0.0276440
       -133.000          50.080       0.0284200
       -133.000          50.100       0.0291540
       -133.000          50.120       0.0298390
       -133.000          50.140       0.0304670
       -133.000          50.160       0.0310290
       -133.000          50.180       0.0315170
       -133.000          50.200       0.0319220
       -133.000          50.220       0.0322340
       -133.000          50.240       0.0324430
       -133.000          50.260       0.0325370
       -133.000          50.280       0.0325050
       -133.000          50.300       0.0323370
       -133.000          50.320       0.0320190
       -133.000          50.340       0.0315400
       -133.000          50.360       0.0308860
       -133.000          50.380       0.0300460
       -133.000          50.400       0.0290050
       -133.000          50.420       0.0277500
       -133.000          50.440       0.0262700
       -133.000          50.460       0.0245490
       -133.000          50.480       0.0225770
       -133.000          50.500       0.0203400
       -133.000          50.520       0.0178270
       -133.000          50.540       0.0150260
       -133.000          50.560       0.0119270
       -133.000          50.580       0.0085210
       -133.000          50.600       0.0047980
       -133.000          50.620       0.0007530
       -133.000          50.640      -0.0036210
       -133.000          50.660      -0.0083280
       -133.000          50.680      -0.0133690
       -133.000          50.700      -0.0187450
       -133.000          50.720      -0.0244530
       -133.000          50.740      -0.0304890
       -133.000          50.760      -0.0368460
       -133.000          50.780      -0.0435140
       -133.000          50.800      -0.0504810
       -133.000          50.820      -0.0577310
       -133.000          50.840      -0.0652460
       -133.000          50.860      -0.0730040
       -133.000          50.880      -0.0809820
       -133.000          50.900      -0.0891510
       -133.000          50.920      -0.0974800
       -133.000          50.940      -0.1059370
       -133.000          50.960      -0.1144860
       -133.000          50.980      -0.1230880
       -133.000          51.000      -0.1317020
       -133.000          51.020      -0.1402840
       -133.000          51.040      -0.1487910
       -133.000          51.060      -0.1571770
       -133.000          51.080      -0.1653940
       -133.000          51.100      -0.1733940
       -133.000          51.120      -0.1811320
       -133.000          51.140      -0.1885600
       -133.000          51.160      -0.1956310
       -133.000          51.180      -0.2023020
       -133.000          51.200      -0.2085310
       -133.000          51.220      -0.2142770
       -133.000          51.240      -0.2195040
       -133.000          51.260      -0.2241800
       -133.000          51.280      -0.2282740
       -133.000          51.300      -0.2317620
       -133.000          51.320      -0.2346240
       -133.000          51.340      -0.2368450
       -133.000          51.360      -0.2384130
       -133.000          51.380      -0.2393240
       -133.000          51.400      -0.2395780
       -133.000          51.420      -0.2391800
       -133.000          51.440      -0.2381400
       -133.000          51.460      -0.2364730
       -133.000          51.480      -0.2341980
       -133.000          51.500      -0.2313400
       -133.000          51.520      -0.2279270
       -133.000          51.540      -0.2239880
       -133.000          51.560      -0.2195580
       -133.000          51.580      -0.2146750
       -133.000          51.600      -0.2093760
       -133.000          51.620      -0.2037020
       -133.000          51.640      -0.1976950
       -133.000          51.660      -0.1913950
       -133.000          51.680      -0.1848450
       -133.000          51.700      -0.1780870
       -133.000          51.720      -0.1711610
       -133.000          51.740      -0.1641080
       -133.000          51.760      -0.1569650
       -133.000          51.780      -0.1497700
       -133.000          51.800      -0.1425570
       -133.000          51.820      -0.1353580
       -133.000          51.840      -0.1282040
       -133.000          51.860      -0.1211230
       -133.000          51.880      -0.1141400
       -133.000          51.900      -0.1072790
       -133.000          51.920      -0.1005590
       -133.000          51.940      -0.0939990
       -133.000          51.960      -0.0876150
       -133.000          51.980      -0.0814190
       -133.000          52.000      -0.0754240
       -133.000          52.020      -0.0696370
       -133.000          52.040      -0.0640660
       -133.000          52.060      -0.0587160
       -133.000          52.080      -0.0535910
       -133.000          52.100      -0.0486920
       -133.000          52.120      -0.0440200
       -133.000          52.140      -0.0395740
