#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,https://www.earthscope.org/data/
UW|ET4|46.56342|-118.94511|236.0|Eltopia4, WA, USA|2012-09-17T18:00:00|2599-12-31T23:59:59
UW|ETW|47.60451|-120.33265|1474.7|Entiat, WA, USA|1986-10-01T00:00:00|2599-12-31T23:59:59
UW|EVCC|48.006317|-122.20365|38.0|Everett Community College, Everett, WA, USA|2001-08-28T00:00:00|2599-12-31T23:59:59
UW|EVGW|47.85422|-122.15462|152.4|Everett Gateway Middle School, Everett, WA, USA|2001-07-01T00:00:00|2599-12-31T23:59:59
UW|EYES|45.329891|-123.05774|65.0|Newberg, OR, USA|2002-09-11T00:00:00|2599-12-31T23:59:59
UW|FHE|46.951778|-119.498093|455.0|Frenchman Hills East|2000-05-19T00:00:00|2599-12-31T23:59:59
UW|FINN|47.72033|-122.23027|122.4|Finn Hill, Kirkland, WA, USA|2011-12-07T00:00:00|2599-12-31T23:59:59
UW|FISH|45.9306|-123.5591|327.0|Jewell, OR, USA|2005-11-08T00:00:00|2021-06-22T18:57:00
UW|FL2|46.19622|-122.351486|1378.0|Flat Top 2, WA, USA|1984-08-03T00:00:00|2599-12-31T23:59:59
UW|FMW|46.941914|-121.671465|1897.0|Mt. Fremont, WA, USA|1972-08-31T00:00:00|2599-12-31T23:59:59
UW|FORK|47.9475|-124.5662|44.9|Forks, WA, USA|2009-11-18T00:00:00|2599-12-31T23:59:59
UW|GBB|46.608688|-119.628983|185.0|Gable Butte, Hanford, WA, USA|2011-04-25T00:00:00|2599-12-31T23:59:59
UW|GBL|46.59819|-119.460968|330.0|Gable Mountain|1969-03-24T00:00:00|2599-12-31T23:59:59
UW|GHW|47.041489|-122.273727|261.1|Garrison Hill WA, Graham area, WA, USA|1975-08-13T00:00:00|2599-12-31T23:59:59
UW|GLDO|45.838779|-120.814789|641.0|Goldendale Observatory, Goldendale, WA, USA|2011-08-05T00:00:00|2019-11-08T00:00:00
UW|GLK|46.557499|-121.610733|1305.0|Glacier Lake|1973-01-01T00:00:00|2017-12-07T00:00:00
UW|GMO|44.438961|-120.957336|1689.0|Grizzly Mountain, OR, USA|1987-08-27T00:00:00|2599-12-31T23:59:59
UW|GMW|47.5488|-122.78546|520.0|Gold Mountain, WA, USA|1970-02-01T00:00:00|2599-12-31T23:59:59
UW|GNW|47.56413|-122.82498|220.0|Green Mountain, WA, USA|1995-03-01T00:00:00|2599-12-31T23:59:59
UW|GPW|48.1177|-121.13802|2354.0|Glacier Peak, WA, USA|2001-09-01T00:00:00|2599-12-31T23:59:59
UW|GSM|47.20388|-121.796043|1324.7|Grass Mtn, Enumclaw, WA, USA|1970-06-01T00:00:00|2599-12-31T23:59:59
UW|GTWN|47.551212|-122.322007|6.5|Georgetown, Seattle, WA, USA|2004-08-18T00:00:00|2599-12-31T23:59:59
UW|GUL|45.924011|-121.596748|1189.0|Guler Mt. previous ISC code: GULW|1986-07-31T00:00:00|2017-07-27T00:00:00
UW|H1K|46.64468|-119.59287|152.0|100 K Area, Hanford, WA, USA|2011-04-25T00:00:00|2599-12-31T23:59:59
UW|H2E|46.5578|-119.5345|210.0|200 East Area, Hanford, WA, USA|2011-04-25T00:00:00|2599-12-31T23:59:59
UW|H2O|46.395338|-119.423656|162.1|Hanford, 200 Area, WA, USA|1990-05-30T00:00:00|2599-12-31T23:59:59
UW|H2W|46.551683|-119.645301|204.2|200 West Area, Hanford, WA, USA|2011-04-25T00:00:00|2599-12-31T23:59:59
UW|H3A|46.36322|-119.277473|119.0|300 Area, Hanford, WA, USA|2011-04-27T00:00:00|2599-12-31T23:59:59
UW|H4A|46.43774|-119.355667|171.0|400 Area, Hanford, WA, USA|2011-04-27T00:00:00|2599-12-31T23:59:59
UW|HART|47.583765|-122.350098|2.0|Harbor Island, Seattle, WA, USA|2005-02-09T00:00:00|2599-12-31T23:59:59
UW|HBO|43.84463|-122.31817|1648.0|Oakridge, OR, USA|1990-09-19T00:00:00|2599-12-31T23:59:59
UW|HDW|47.648312|-123.055496|1006.0|Hoodsport, WA, USA|1979-10-15T00:00:00|2599-12-31T23:59:59
UW|HEBO|45.2135|-123.75539|875.0|Mt. Hebo, OR, USA|2001-10-31T00:00:00|2599-12-31T23:59:59
UW|HICC|47.38998|-122.29918|116.0|Highline CC ANSS-SMO|2001-06-27T00:00:00|2599-12-31T23:59:59
UW|HOLY|47.5654|-122.3836|106.0|Holy Rosary, Seattle, WA, USA|2000-06-26T00:00:00|2599-12-31T23:59:59
UW|HOOD|45.322262|-121.650932|1528.8|Mt. Hood, OR, USA|2002-11-05T00:00:00|2599-12-31T23:59:59
UW|HSO|43.525661|-123.091797|1016.0|Harness Mountain, OR|1990-09-20T00:00:00|2023-04-18T00:00:00
UW|HSR|46.17428|-122.18065|1720.0|South Ridge, Mt. St. Helens, WA, USA|1985-08-12T00:00:00|2599-12-31T23:59:59
UW|HTW|47.80377|-121.76887|833.0|Haystack Lookout, WA, USA|1975-06-01T00:00:00|2599-12-31T23:59:59
UW|HUBA|45.630675|-122.65259|45.0|Hudson Bay HS, WA, USA|2002-09-12T00:00:00|2599-12-31T23:59:59
UW|IONE|45.498032|-119.827827|317.0|Ione Community Charter School, Ione, OR, USA|2011-07-23T00:00:00|2020-08-07T00:00:00
UW|JBO|45.46143|-119.83816|645.0|Jordan Butte, OR, USA|1982-09-01T00:00:00|2015-12-12T00:00:00
UW|JCW|48.195332|-121.92746|792.0|Jim Creek|1971-02-01T00:00:00|2599-12-31T23:59:59
UW|JEDS|43.75157|-124.04905|159.5|Reedsport, OR, USA|2011-08-09T00:00:00|2599-12-31T23:59:59
UW|JUN|46.14706|-122.152428|1049.0|June Lake previous ISC code: JLK|1980-05-08T00:00:00|2599-12-31T23:59:59
UW|KCAM|47.5442|-122.31848|6.0|King County Airport Maintenance Shop, Seattle, WA, USA|2004-06-22T00:00:00|2599-12-31T23:59:59
UW|KDK|47.59503|-122.33353|4.2|Kingdome, Seattle, WA, USA|2001-09-27T00:00:00|2599-12-31T23:59:59
UW|KEEL|45.55006|-122.89632|69.4|Hillsboro, OR, USA|1999-08-25T00:00:00|2599-12-31T23:59:59
UW|KENT|45.235699|-120.635101|784.4|Grass Valley, OR, USA|2009-01-08T00:00:00|2599-12-31T23:59:59
UW|KIMB|47.5748|-122.3028|69.0|Kimball School, Seattle, WA, USA|2000-08-03T00:00:00|2021-05-13T19:00:00
UW|KIMR|47.502669|-122.768563|121.81|Kitsap County HHW Collection Facility, Bremerton, WA, USA|2000-08-16T00:00:00|2599-12-31T23:59:59
UW|KINR|47.752022|-122.644035|8.36|North Road Shop, Poulsbo, WA, USA|2000-08-15T00:00:00|2599-12-31T23:59:59
UW|KITP|47.675201|-122.629745|49.0|Kitsap Treatment Plant, WA, USA|2000-08-31T00:00:00|2599-12-31T23:59:59
UW|KMO|45.63533|-123.49073|975.0|Kings Mt., OR, USA|1982-09-30T00:00:00|2019-02-09T00:00:00
UW|KNEL|47.38052|-122.25193|14.0|Kent Elementary, WA, USA|2004-08-11T00:00:00|2599-12-31T23:59:59
UW|KOS|46.462799|-122.196022|610.0|Kosmos previous ISC code: KOSW|1981-05-07T00:00:00|2019-09-05T00:00:00
UW|LANE|44.051569|-123.23286|122.0|Eugene, OR, USA|2001-01-17T00:00:00|2599-12-31T23:59:59
UW|LAWT|47.65694|-122.39062|49.0|Lawton, Seattle, WA, USA|2000-08-08T00:00:00|2599-12-31T23:59:59
UW|LCCR|45.2059|-122.4784|271.0|Clarks, OR, USA|2005-11-09T00:00:00|2599-12-31T23:59:59
UW|LCW|46.67049|-122.702011|396.0|Lucas Creek|1992-03-01T00:00:00|2018-10-10T00:00:00
UW|LEBA|46.545898|-123.563202|78.6|Lebam, WA, USA|2009-01-08T00:00:00|2599-12-31T23:59:59
UW|LEOT|47.76718|-122.117|113.0|Leota Junior High, Woodinville, WA, USA|2000-07-10T00:00:00|2599-12-31T23:59:59
UW|LNO|45.87176|-118.28707|771.0|Lincton Mt., OR, USA|1986-08-27T00:00:00|2599-12-31T23:59:59
UW|LO2|46.750599|-121.809601|853.0|Longmire short period|1988-03-17T00:00:00|2599-12-31T23:59:59
UW|LOC|46.716862|-119.431969|210.0|Locke Island previous ISC code: LOCW|1982-11-01T00:00:00|2599-12-31T23:59:59
UW|LON|46.750599|-121.809601|853.0|Longmire, WA, USA|1964-03-30T00:00:00|2599-12-31T23:59:59
UW|LRIV|48.0575|-123.504|293.8|Port Angeles, WA, USA|2009-08-27T00:00:00|2599-12-31T23:59:59
UW|LTY|47.25451|-120.66636|807.0|Liberty Mine, WA, USA|1993-04-15T00:00:00|2599-12-31T23:59:59
UW|LVP|46.065948|-122.401932|1130.0|Lakeview Peak|1980-04-01T00:00:00|2599-12-31T23:59:59
UW|LYNC|47.82555|-122.29384|132.0|Lynnwood City Hall, Lynnwood, WA, USA|2005-02-08T00:00:00|2599-12-31T23:59:59
UW|MARY|47.66195|-122.12142|13.0|Marymoor Park, Redmond, WA, USA|2001-05-10T00:00:00|2599-12-31T23:59:59
UW|MAUP|45.1762|-121.07912|318.49|Maupin Grade School|2009-09-23T00:00:00|2599-12-31T23:59:59
UW|MBKE|48.916377|-122.14175|135.0|Mt Baker-Kendall, WA, USA|2001-07-01T00:00:00|2599-12-31T23:59:59
UW|MBPA|47.89835|-121.89018|186.0|Monroe BPA, WA, USA|1998-07-20T00:00:00|2599-12-31T23:59:59
UW|MBW|48.7838|-121.9009|1676.0|Mt. Baker, WA, USA|1972-09-11T00:00:00|2599-12-31T23:59:59
UW|MCW|48.679|-122.8326|693.0|Mt. Constitution, WA, USA|1972-11-01T00:00:00|2599-12-31T23:59:59
UW|MDW|46.612847|-119.763471|353.3|Midway, WA, USA|1973-01-01T00:00:00|2599-12-31T23:59:59
UW|MEAN|47.622593|-122.305412|110.0|Meany Middle School, WA, USA|2002-09-19T00:00:00|2016-07-07T00:00:00
UW|MEGW|46.26609|-123.87709|351.0|Megler, WA, USA|2001-10-01T00:00:00|2599-12-31T23:59:59
UW|MEW|47.201759|-122.647072|97.0|McNeil Island|1985-03-01T00:00:00|2014-04-23T00:00:00
UW|MJ2|46.557362|-119.36013|146.0|May Junction 2|1989-03-13T00:00:00|2599-12-31T23:59:59
UW|MNWA|47.565029|-122.534142|8.0|Manchester, WA|2007-07-11T00:00:00|2599-12-31T23:59:59
UW|MONO|44.85343|-123.24097|60.7|Monmouth, OR, USA|2008-02-09T00:00:00|2599-12-31T23:59:59
UW|MOON|44.051614|-121.669481|2274.4|Moon Mt, OR, USA|2002-07-25T00:00:00|2599-12-31T23:59:59
UW|MORO|45.474312|-120.741829|569.8|Moro, OR, USA|2011-04-21T00:00:00|2599-12-31T23:59:59
UW|MOX|46.577004|-120.299609|504.2|Moxie City, WA, USA|1984-10-01T00:00:00|2599-12-31T23:59:59
UW|MPL|47.468609|-122.184578|118.0|Maple Valley, WA, USA|1997-01-01T00:00:00|2599-12-31T23:59:59
UW|MPO|44.50428|-123.553|1246.9|Mary's Peak, OR, USA|1990-08-30T00:00:00|2599-12-31T23:59:59
UW|MRBL|48.518299|-121.484497|75.0|Marblemount, WA, USA|2008-11-10T00:00:00|2018-02-02T00:00:00
UW|MRIN|44.80039|-122.69828|187.0|Stayton, OR, USA|2002-03-19T00:00:00|2599-12-31T23:59:59
UW|MTM|46.02533|-122.212868|1121.0|Mt. Mitchell previous ISC code: MTMW|1980-03-27T00:00:00|2599-12-31T23:59:59
UW|NAC|46.733009|-120.824852|728.0|Naches|1973-01-01T00:00:00|2599-12-31T23:59:59
UW|NCO|43.70378|-121.13953|1959.0|Newberry Crater, OR, USA|1987-09-16T00:00:00|2599-12-31T23:59:59
UW|NEL|48.07802|-120.33951|1499.9|Nelson Butte, WA, USA|1985-05-01T00:00:00|2599-12-31T23:59:59
UW|NEWO|44.62392|-124.04622|4.3|Newport, OR, USA|2008-02-09T00:00:00|2599-12-31T23:59:59
UW|NIHS|47.7412|-122.22263|134.0|Inglemoor HS, WA, USA|2002-06-04T00:00:00|2599-12-31T23:59:59
UW|NLO|46.08924|-123.45173|826.0|Nicolai Mt., OR, USA|1973-01-01T00:00:00|2015-10-06T00:00:00
UW|NN17|43.720741|-121.327461|1701.0|Newberry borehole NN17, OR, USA|2012-08-18T00:00:00|2016-10-01T00:00:00
UW|NN19|43.7183|-121.306953|1793.0|Newberry borehole NN19|2012-08-18T00:00:00|2599-12-31T23:59:59
UW|NN21|43.73317|-121.289879|1903.0|Newberry borehole NN21, OR, USA|2012-08-18T00:00:00|2599-12-31T23:59:59
UW|NNVM|43.71117|-121.276878|1927.0|Newberry National Volcanic Monument, OR, USA|2012-08-01T00:00:00|2015-10-09T00:00:00
UW|NOWS|47.6863|-122.25444|21.0|NOAA, Seattle, WA, USA|1998-02-12T00:00:00|2599-12-31T23:59:59
UW|OBC|48.03511|-124.078819|938.0|Olympics - Bonidu Creek|1980-05-29T00:00:00|2019-06-16T00:00:00
UW|OCP|48.29787|-124.62516|470.0|Cheeka Peak, Olympic Mountains, WA, USA|1980-05-19T00:00:00|2599-12-31T23:59:59
UW|OD2|47.38754|-118.71077|553.0|Odessa2, WA, USA|1989-06-15T00:00:00|2599-12-31T23:59:59
UW|OHC|47.332619|-123.158793|11.0|Hood Canal JH, Shelton, WA, USA|2001-07-01T00:00:00|2599-12-31T23:59:59
UW|OMAK|48.3584|-119.3332|687.1|Omak, WA, USA|2008-11-10T00:00:00|2599-12-31T23:59:59
UW|ON2|46.880581|-123.782333|257.0|Olympics - North River|2000-06-01T00:00:00|2015-09-29T00:00:00
UW|OOW|47.734138|-124.187469|561.0|Octopus West|1984-07-14T00:00:00|2015-06-05T00:00:00
UW|OSD|47.81642|-123.70568|2028.0|Snowdome, Mt Olympus, WA, USA|1984-10-04T00:00:00|2599-12-31T23:59:59
UW|OT3|46.66886|-119.23413|321.0|Othello, WA, USA|1994-08-25T00:00:00|2599-12-31T23:59:59
UW|OTR|48.08632|-124.34518|541.6|Olympic Penninsula - Tyee Ridge, WA, USA|1984-06-01T00:00:00|2599-12-31T23:59:59
UW|PASS|48.998299|-122.085197|175.4|Maple Falls, WA, USA|2009-01-08T00:00:00|2599-12-31T23:59:59
UW|PAT2|45.88362|-119.75775|259.0|Paterson 2, WA|2005-10-21T00:00:00|2599-12-31T23:59:59
UW|PAYL|47.19284|-122.31303|12.0|Puyallup School ANSS-SMO|2001-07-01T00:00:00|2599-12-31T23:59:59
UW|PCEP|47.1114|-122.29122|158.0|Pierce County East Precinct, Puyallup, USA|2000-08-02T00:00:00|2599-12-31T23:59:59
UW|PCFR|46.99057|-122.44277|134.3|Pierce County Sheriff Department Training CTR, Roy, WA, USA|2000-08-01T00:00:00|2599-12-31T23:59:59
UW|PERL|45.32845|-122.77903|70.0|Wilsonville, OR, USA|2002-03-19T00:00:00|2599-12-31T23:59:59
UW|PGO|45.461681|-122.454399|253.0|Gresham, OR, USA|1982-06-27T00:00:00|2019-08-24T00:00:00
UW|PHIN|45.8951|-119.927803|227.0|Phinny Hill Vineyards, Prosser, WA, USA|2012-01-19T00:00:00|2599-12-31T23:59:59
UW|PIER|47.5835|-122.3402|5.0|Pier 30, Seattle, WA, USA|2008-04-17T00:00:00|2599-12-31T23:59:59
UW|PNLK|47.58162|-122.03483|128.0|Pine Lake Middle School, Issaquah School District|2000-07-18T00:00:00|2599-12-31T23:59:59
UW|PRO|46.212521|-119.686813|553.0|Prosser, WA, USA|1971-10-20T00:00:00|2599-12-31T23:59:59
UW|PSNS|47.562729|-122.637634|26.0|Puget Sound Naval Shipyard - ANSS SMO|2004-01-07T00:00:00|2017-08-20T00:00:00
UW|QADA|47.672798|-122.389633|31.0|NW 61st St., Ballard, Seattle, WA|2010-02-02T00:00:00|2599-12-31T23:59:59
UW|QAMI|45.52561|-122.97613|57.6|Hillsboro, OR, USA|2012-03-05T00:00:00|2599-12-31T23:59:59
UW|QARB|47.6403|-122.2938|17.3|UW Arboretum; Seattle, WA, USA|2009-11-13T00:00:00|2599-12-31T23:59:59
UW|QAW|47.63157|-122.35554|140.0|Queen Anne, Seattle, WA, USA|1997-09-01T00:00:00|2013-11-06T23:59:59
UW|QBAY|47.65059|-122.37737|16.0|Sherman Auto Care: Seattle, WA, USA|2010-02-11T00:00:00|2014-06-11T00:00:00
UW|QBGD|47.29793|-122.37667|116.0|Federal Way, WA, USA|2010-05-07T00:00:00|2016-04-28T00:00:00
UW|QBIT|47.72215|-122.34992|137.3|Seattle, WA, USA|2010-03-30T00:00:00|2599-12-31T23:59:59
UW|QBOG|47.69325|-122.35712|77.9|Seattle, WA, USA|2010-02-03T00:00:00|2599-12-31T23:59:59
UW|QBOV|47.62231|-122.1976|57.4|Bellevue, WA, USA|2010-02-18T00:00:00|2599-12-31T23:59:59
UW|QBRO|48.07397|-122.12118|96.2|Marysville, WA, USA|2013-01-19T00:00:00|2599-12-31T23:59:59
UW|QBSH|47.52796|-122.03202|35.3|Issaquah, WA, USA|2010-03-02T00:00:00|2599-12-31T23:59:59
UW|QBUS|48.23098|-122.20043|50.1|Arlington, WA, USA|2011-10-26T00:00:00|2599-12-31T23:59:59
UW|QCDG|48.10002|-122.58696|52.2|Casa Del Gato; Greebeck, Wa, USA|2011-11-16T00:00:00|2599-12-31T23:59:59
UW|QCEN|46.71635|-122.9619|55.4|Centralia College; Centralia, WA, USA|2012-06-14T00:00:00|2599-12-31T23:59:59
UW|QCMM|47.28638|-122.50765|90.2|Tacoma, WA, USA|2011-05-20T00:00:00|2599-12-31T23:59:59
UW|QCOM|47.61823|-122.33357|0.0|City of Seattle Department of Technology|2010-02-03T00:00:00|2019-03-29T00:00:00
UW|QCON|48.34024|-122.34459|2.4|Conway, WA, USA|2012-05-21T00:00:00|2599-12-31T23:59:59
UW|QCOR|47.65514|-122.33183|47.6|Seattle, WA, USA|2010-02-03T00:00:00|2599-12-31T23:59:59
UW|QDAD|45.4408|-122.62951|33.3|Portland, OR, USA|2011-12-15T00:00:00|2599-12-31T23:59:59
UW|QDJW|45.5227|-122.58915|80.8|Portland, OR, USA|2011-12-15T00:00:00|2599-12-31T23:59:59
UW|QDLP|47.50655|-122.14735|138.2|Renton, WA, USA|2011-11-14T00:00:00|2599-12-31T23:59:59
UW|QEGA|47.98284|-122.21261|25.3|Everett, WA, USA|2010-04-30T00:00:00|2599-12-31T23:59:59
UW|QEMI|47.63748|-122.30854|36.5|Seattle, WA, USA|2011-11-18T00:00:00|2599-12-31T23:59:59
UW|QEMS|46.98611|-122.81042|61.1|Lacey, WA, USA|2012-06-18T00:00:00|2017-09-14T00:00:00
UW|QESB|47.627502|-122.110126|118.1|Bellevue, WA, USA|2011-04-01T00:00:00|2599-12-31T23:59:59
UW|QEWU|47.66595|-117.44224|574.3|Spokane, WA, USA|2012-06-26T00:00:00|2599-12-31T23:59:59
UW|QFAL|47.56557|-121.90047|0.0|Fall City, WA, USA|2010-03-02T00:00:00|2599-12-31T23:59:59
UW|QFFG|47.24414|-122.35802|4.1|Fife, WA, USA|2010-10-15T00:00:00|2016-05-19T00:00:00
UW|QFRG|47.38026|-122.30612|77.8|Des Moines, WA, USA|2011-10-18T00:00:00|2016-11-24T00:00:00
UW|QFRZ|47.03468|-122.92066|56.6|Olympia, WA, USA|2010-09-28T00:00:00|2599-12-31T23:59:59
UW|QFTL|47.53335|-122.39229|47.8|Seattle, WA, USA|2011-04-25T00:00:00|2015-04-23T00:00:00
UW|QFUG|45.5742|-122.68601|49.8|Portland, OR, USA|2011-12-13T00:00:00|2599-12-31T23:59:59
UW|QGBP|48.73338|-122.66756|4.0|Bellingham, WA, USA|2011-10-19T00:00:00|2599-12-31T23:59:59
UW|QGFY|47.60656|-122.19511|30.8|Bellevue, WA, USA|2010-02-11T00:00:00|2599-12-31T23:59:59
UW|QGLD|46.64435|-120.582741|370.0|Yakima, WA, USA|2010-04-01T00:00:00|2017-07-04T00:00:00
UW|QGNG|47.69009|-122.39565|85.5|Golden Gardens, Seattle, WA, USA|2010-04-12T00:00:00|2599-12-31T23:59:59
UW|QHAN|47.57523|-122.38187|116.3|West Seattle, WA, USA|2010-03-16T00:00:00|2599-12-31T23:59:59
UW|QHOP|47.06092|-122.8396|62.0|Olympia, WA, USA|2010-09-28T00:00:00|2599-12-31T23:59:59
UW|QHRH|47.47731|-122.20142|54.1|Renton, WA, USA|2010-04-23T00:00:00|2599-12-31T23:59:59
UW|QHSH|48.76047|-122.49662|22.1|Bellingham, WA, USA|2012-05-07T00:00:00|2599-12-31T23:59:59
UW|QJBC|45.463554|-122.79342|57.9|Beaverton, OR, USA|2012-03-07T00:00:00|2016-02-01T00:00:00
UW|QJEA|47.37622|-122.22317|78.6|Kent, WA, USA|2011-05-16T00:00:00|2599-12-31T23:59:59
UW|QJLF|48.98512|-122.74295|13.5|Blaine, WA, USA|2011-07-18T00:00:00|2599-12-31T23:59:59
UW|QKEV|47.30724|-122.21716|27.3|Auburn, WA, USA|2012-05-02T00:00:00|2599-12-31T23:59:59
UW|QKRK|47.70702|-122.19395|78.2|Kirkland, WA, USA|2011-04-08T00:00:00|2016-03-27T00:00:00
UW|QKSO|47.26988|-122.47907|97.1|Tacoma, WA, USA|2011-05-16T00:00:00|2599-12-31T23:59:59
UW|QKTN|47.8086|-122.5293|30.7|Kingston, WA, USA|2009-12-30T00:00:00|2599-12-31T23:59:59
UW|QLBR|47.46955|-122.35948|108.3|Burien, WA, USA|2010-04-26T00:00:00|2599-12-31T23:59:59
UW|QLIZ|47.00657|-122.92482|48.2|Tumwater, WA, USA|2010-09-28T00:00:00|2015-04-24T00:00:00
UW|QLKR|47.5068|-122.24313|80.0|Seattle, WA, USA|2011-05-10T00:00:00|2016-02-22T00:00:00
UW|QLUE|45.49184|-122.67915|87.0|Portland, OR, USA|2012-03-06T00:00:00|2599-12-31T23:59:59
UW|QMAC|47.34549|-122.32254|55.1|Federal Way, WA, USA|2011-09-29T00:00:00|2599-12-31T23:59:59
UW|QMAD|45.53696|-122.6148|57.3|Portland, OR, USA|2011-12-15T00:00:00|2599-12-31T23:59:59
UW|QMAL|47.67499|-122.30705|71.5|Seattle, WA, USA|2009-12-05T00:00:00|2599-12-31T23:59:59
UW|QMAP|47.45056|-122.33313|69.9|Burien, WA, USA|2010-11-09T00:00:00|2599-12-31T23:59:59
UW|QMAS|47.58774|-122.28966|51.5|Seattle, WA, USA|2010-03-26T00:00:00|2599-12-31T23:59:59
UW|QMIN|47.58788|-122.24559|69.1|Mercer Island, WA, USA|2010-08-26T00:00:00|2599-12-31T23:59:59
UW|QMLO|47.36405|-122.08796|121.5|Covington, WA, USA|2011-11-18T00:00:00|2599-12-31T23:59:59
UW|QNCH|45.61489|-122.56893|90.2|Vancouver, WA, USA|2012-03-07T00:00:00|2599-12-31T23:59:59
UW|QNKP|47.71848|-122.3705|75.9|Seattle, WA, USA|2010-03-30T00:00:00|2599-12-31T23:59:59
UW|QNPB|47.43327|-122.34238|67.3|Normandy Park, WA, USA|2010-04-26T00:00:00|2599-12-31T23:59:59
UW|QNWT|47.63694|-122.3944|71.2|Seattle, WA, USA|2010-05-04T00:00:00|2599-12-31T23:59:59
UW|QNZO|45.50812|-122.80932|67.4|Portland, OR, USA|2012-03-06T00:00:00|2599-12-31T23:59:59
UW|QOCL|47.02649|-122.90044|53.3|Olympia, WA, USA|2010-09-02T00:00:00|2599-12-31T23:59:59
UW|QOCS|46.9776|-124.16718|0.0|Ocean Shores, WA, USA|2010-04-09T00:00:00|2018-05-01T00:00:00
UW|QOUT|47.51009|-122.39303|8.9|Seattle, WA, USA|2011-04-08T00:00:00|2017-08-03T00:00:00
UW|QPAL|47.65631|-122.35632|52.5|Seattle, WA, USA|2010-02-02T00:00:00|2599-12-31T23:59:59
UW|QPBC|47.8018|-122.32652|94.4|Mountlake Terrace, WA, USA|2011-05-02T00:00:00|2599-12-31T23:59:59
UW|QPID|47.64575|-117.36955|628.6|Spokane, WA, USA|2012-06-27T00:00:00|2599-12-31T23:59:59
UW|QPJE|47.71046|-117.41313|630.3|Spokane, WA, USA|2012-06-28T00:00:00|2599-12-31T23:59:59
UW|QPLV|47.85852|-121.909204|28.2|Monroe, WA, USA|2010-03-02T00:00:00|2599-12-31T23:59:59
UW|QPRK|47.64448|-122.41672|24.2|Seattle, WA, USA|2010-02-03T00:00:00|2599-12-31T23:59:59
UW|QRCR|47.48674|-122.20673|9.2|Renton, WA, USA|2010-06-08T00:00:00|2017-08-20T00:00:00
UW|QRMB|47.77483|-122.38951|38.6|Shoreline, WA, USA|2010-03-18T00:00:00|2599-12-31T23:59:59
UW|QRNR|47.51982|-122.259592|20.7|Seattle, WA, USA|2011-04-01T00:00:00|2599-12-31T23:59:59
UW|QRWC|48.86541|-122.61349|79.2|Ferndale, WA, USA|2011-07-15T00:00:00|2599-12-31T23:59:59
UW|QSAL|45.51522|-122.49525|75.8|Portland, OR, USA|2012-03-09T00:00:00|2599-12-31T23:59:59
UW|QSKT|47.21344|-122.53312|116.9|University Place, WA, USA|2011-05-24T00:00:00|2599-12-31T23:59:59
UW|QSNL|47.72346|-122.297522|64.4|Seattle, WA, USA|2011-03-16T00:00:00|2599-12-31T23:59:59
UW|QSNZ|47.62633|-122.31575|128.9|Seattle, WA, USA|2012-01-17T00:00:00|2599-12-31T23:59:59
UW|QSRV|47.65424|-122.30938|37.3|Seattle, WA, USA|2009-10-01T00:00:00|2599-12-31T23:59:59
UW|QTKM|47.22864|-122.44819|103.5|Tacoma, WA, USA|2011-05-14T00:00:00|2599-12-31T23:59:59
UW|QTNB|47.28922|-122.5569|78.8|Gig Harbor, WA, USA|2010-09-01T00:00:00|2599-12-31T23:59:59
UW|QTVT|47.94859|-122.22484|129.9|Everett, WA, USA|2011-10-27T00:00:00|2016-03-16T00:00:00
UW|QUIN|47.03351|-122.89655|39.6|Olympia, WA, USA|2010-09-22T00:00:00|2599-12-31T23:59:59
UW|QUIP|45.39502|-122.61141|24.9|Portland, OR, USA|2012-03-07T00:00:00|2599-12-31T23:59:59
UW|QVAS|47.582371|-122.115483|64.8|Bellevue, WA, USA|2011-04-01T00:00:00|2599-12-31T23:59:59
UW|QWAK|45.5657|-122.64202|50.3|Portland, OR, USA|2011-12-16T00:00:00|2599-12-31T23:59:59
UW|QWER|47.68419|-117.41541|581.5|Spokane, WA, USA|2012-06-27T00:00:00|2599-12-31T23:59:59
UW|QWLM|45.59974|-122.75038|26.6|Portland, OR, USA|2012-03-06T00:00:00|2019-01-25T00:00:00
UW|QWSU|46.3323|-119.2648|114.9|Richland, WA, USA|2012-08-16T00:00:00|2599-12-31T23:59:59
UW|QWZR|45.53233|-122.73374|229.3|Portland, OR, USA|2011-12-15T00:00:00|2019-01-25T00:00:00
UW|QXRD|47.62001|-122.139338|92.1|Bellevue, WA, USA|2010-04-05T00:00:00|2599-12-31T23:59:59
UW|QZOE|47.74886|-117.49832|705.6|Spokane, WA, USA|2012-06-27T00:00:00|2599-12-31T23:59:59
UW|RADR|46.42181|-123.79897|591.4|Radar Ridge, Naselle, WA|2011-01-20T00:00:00|2599-12-31T23:59:59
UW|RATT|47.42546|-121.80254|442.4|Rattlesnake Lake, King County, WA|2010-03-19T00:00:00|2599-12-31T23:59:59
UW|RAW|47.33705|-121.93267|208.0|Raver BPA, WA, USA|1998-07-14T00:00:00|2599-12-31T23:59:59
UW|RCM|46.83557|-121.73318|3077.0|Camp Muir, Mount Rainier, WA, USA|1993-09-09T00:00:00|2599-12-31T23:59:59
UW|RCS|46.870831|-121.732307|2877.0|Mt. Rainier, Camp Schurman|1989-06-27T00:00:00|2599-12-31T23:59:59
