#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,https://www.earthscope.org/data/
NP|2182|42.6662|-122.6816|500.0|William L Jess Dam, Lost Creek|1977-03-17T18:00:00|2599-12-31T23:59:59
NP|2189|47.27893|-121.78778|327.0|Howard Hanson Dam|1980-08-02T18:00:00|2599-12-31T23:59:59
NP|2190|45.63771|-121.94762|35.0|Bonneville Dam|1980-06-24T18:00:00|2599-12-31T23:59:59
NP|2191|45.49717|-122.68367|153.0|VAMC, Bldg 100|1986-01-04T18:00:00|2599-12-31T23:59:59
NP|2193|47.31964|-122.58598|94.0|Fire Station|1981-04-07T18:00:00|2599-12-31T23:59:59
NP|2194|47.21402|-123.10099|6.0|Fire Station|1981-06-19T18:00:00|2599-12-31T23:59:59
NP|7000|45.63748|-122.65373|57.0|VAMC, Bldg 4|1983-12-09T18:00:00|2599-12-31T23:59:59
NP|7004|45.34394|-119.54888|663.0|Willow Creek Dam|1984-07-03T18:00:00|2599-12-31T23:59:59
NP|7005|45.61375|-121.1399|54.0|The Dalles Dam|1986-05-20T18:00:00|2599-12-31T23:59:59
NP|7006|45.71842|-120.69974|71.0|John Day Dam|1986-05-21T18:00:00|2599-12-31T23:59:59
NP|7007|46.36623|-122.55975|295.0|Toutle River Dam|1990-04-18T18:00:00|2599-12-31T23:59:59
NP|7009|46.249|-118.87966|139.0|Ice Harbor Dam|1988-11-07T18:00:00|2599-12-31T23:59:59
NP|7010|47.608|-122.332|61.0|Crowne Plaza Hotel|1991-08-26T18:00:00|2599-12-31T23:59:59
NP|7011|45.936|-119.298|83.0|McNary Dam|1988-11-17T18:00:00|2599-12-31T23:59:59
NP|7012|46.535|-122.425|131.0|Mossyrock Dam|1993-02-10T18:00:00|2016-11-18T18:00:00
NP|7013|45.45|-122.64159|12.0|Clackamas Highway Connection|1993-08-30T18:00:00|2599-12-31T23:59:59
NP|7015|47.03737|-122.89763|28.0|DNR Building|1993-11-16T18:00:00|2599-12-31T23:59:59
NP|7017|45.50658|-122.67169|2.0|Marquam Bridge|1995-09-30T18:00:00|2599-12-31T23:59:59
NP|7018|45.51794|-122.66619|11.0|Morrison Ramp|1994-10-21T18:00:00|2599-12-31T23:59:59
NP|7019|45.46987|-122.68525|105.0|Terwilliger Blvd Interchange|1995-10-15T18:00:00|2599-12-31T23:59:59
NP|7021|44.55562|-123.06119|88.0|Corvallis-Lebanon Intersection|1996-05-18T18:00:00|2599-12-31T23:59:59
NP|7022|43.36298|-124.17571|1.0|Catching Slough Bridge|1997-03-08T18:00:00|2599-12-31T23:59:59
NP|7023|43.24782|-123.36045|157.0|North Roseburg OC|1996-07-27T18:00:00|2599-12-31T23:59:59
NP|7025|42.7183|-124.46443|31.0|Rocky Point Viaduct|1996-02-28T18:00:00|2599-12-31T23:59:59
NP|7028|47.91351|-124.63432|5.0|La Push Coast Guard Sta|1998-03-15T18:00:00|2599-12-31T23:59:59
NP|7029|48.13436|-122.76521|18.0|Fort Worden State Park|1999-04-12T18:00:00|2599-12-31T23:59:59
NP|7030|47.45086|-122.30219|124.0|Seatac Airport Fire Station|1999-06-29T18:00:00|2599-12-31T23:59:59
NP|7031|47.99665|-122.19916|28.0|Everett Fire Station 2|1999-06-30T18:00:00|2599-12-31T23:59:59
NP|7032|47.58429|-122.38866|95.0|Fire Station 29|1999-06-29T18:00:00|2599-12-31T23:59:59
NP|7033|48.512|-122.61342|4.0|Fire Station|1999-07-01T18:00:00|2599-12-31T23:59:59
NP|7035|46.97159|-123.82637|4.0|Fire Station|1999-07-20T18:00:00|2599-12-31T23:59:59
NP|7036|46.0643|-118.26396|379.0|Mill Creek Dam|1999-08-02T18:00:00|2599-12-31T23:59:59
NP|7037|47.66547|-122.39689|5.0|Seattle; Ship Canal Locks|2000-07-24T18:00:00|2599-12-31T23:59:59
NP|7038|46.98491|-122.90996|60.0|Fire Station HQ|2001-03-22T18:00:00|2599-12-31T23:59:59
NP|7039|47.4676|-123.8466|68.0|Quinault Ranger Station|2000-07-31T18:00:00|2599-12-31T23:59:59
NP|7040|47.85586|-122.58335|12.0|Museum|2000-12-14T18:00:00|2599-12-31T23:59:59
NP|7041|48.11517|-123.43668|31.0|Fire Station|2000-12-15T18:00:00|2599-12-31T23:59:59
NP|7042|45.61097|-122.4963|83.0|USGS CVO|2002-02-05T18:00:00|2599-12-31T23:59:59
NP|7043|48.71959|-122.49783|38.0|Fire Station 2|2002-02-11T18:00:00|2599-12-31T23:59:59
NP|7044|47.1362|-122.4822|87.0|Joint Base Lewis-McChord FS|2002-02-13T18:00:00|2599-12-31T23:59:59
NP|7045|46.6855|-123.73398|4.0|Fire Station|2002-02-06T18:00:00|2599-12-31T23:59:59
NP|7046|47.12012|-122.56534|81.0|Camp Murray|2002-09-10T18:00:00|2599-12-31T23:59:59
NP|7047|48.98701|-117.34835|609.0|Boundary Dam|2002-10-31T18:00:00|2599-12-31T23:59:59
NP|7049|46.05201|-118.35874|275.0|VAMC|2004-03-04T18:00:00|2020-03-06T18:00:00
NP|7050|47.61515|-122.33678|30.0|New Federal Courthouse|2005-11-23T18:00:00|2599-12-31T23:59:59
NP|7051|47.5699|-122.6305|10.0|New Fire Station 1|2006-09-25T18:00:00|2599-12-31T23:59:59
NP|7052|44.12256|-123.30576|132.0|Fern Ridge Dam|2006-09-19T18:00:00|2599-12-31T23:59:59
NP|7053|45.51865|-122.67837|17.0|Pioneer Courthouse|2007-04-25T18:00:00|2599-12-31T23:59:59
NP|7054|47.03872|-122.89893|23.0|Centennial Park|2008-04-30T18:00:00|2599-12-31T23:59:59
NP|7057|43.224|-123.36727|139.0|VAMC, Bldg 1|2012-04-26T18:00:00|2599-12-31T23:59:59
NP|7058|43.22805|-123.366615|129.0|Roseburg FS#3|2012-02-03T18:00:00|2599-12-31T23:59:59
NP|7060|47.74357|-122.72993|0.0|Naval Base Kitsap Bangor|2011-11-09T18:00:00|2599-12-31T23:59:59
NP|7061|45.63712|-122.6572|48.0|VAMC, Bldg 11|2012-01-27T18:00:00|2599-12-31T23:59:59
NP|7063|48.24033|-122.45637|15.0|Fire and Rescue Admin Office|2012-08-24T18:00:00|2599-12-31T23:59:59
NP|7206|48.18038|-116.99836|638.0|Albeni Falls Dam|2000-07-26T18:00:00|2599-12-31T23:59:59
NP|8031|58.301|-134.4221|9.0|Downtown Fire Station|2002-09-08T18:00:00|2599-12-31T23:59:59
NP|8032|58.35757|-134.57286|7.0|Airport Fire Station|2002-09-07T18:00:00|2599-12-31T23:59:59
NP|8033|58.3877|-134.65|17.0|Auke Bay Fire Station|2002-09-07T18:00:00|2017-05-02T18:00:00
NP|8048|57.0519|-135.3331|10.0|Fire Department  HQ|2011-03-01T18:00:00|2599-12-31T23:59:59
NT|NEW|48.2649|-117.1231|770.0|Newport|1901-01-01T00:00:00|2599-12-31T23:59:59
NT|SIT|57.0576|-135.3273|24.0|Sitka|1901-01-01T00:00:00|2599-12-31T23:59:59
NV|KEMF|47.94956|-129.098691|-2190.0| Main Endeavour Field |2010-09-30T00:00:00|2599-12-31T23:59:59
NV|NC27|47.76258|-127.758102|-2656.0|Cascadia Basin, ODP1026|2009-09-14T00:00:00|2599-12-31T23:59:59
NV|NC89|48.670537|-126.848767|-1258.0|Clayoquot Slope, Bullseye (ODP 1089)|2009-09-17T00:00:00|2599-12-31T23:59:59
NV|NCBC|48.4275|-126.1752|-398.0|Barkley Canyon|2009-09-07T00:00:00|2599-12-31T23:59:59
NV|NCHR|47.973751|-129.082092|-2152.0|High Rise Field|2010-10-04T00:00:00|2599-12-31T23:59:59
NY|WTLY|60.11326|-128.79605|0.0|Watson Lake|2013-07-01T00:00:00|2599-12-31T23:59:59
PB|B001|48.043072|-123.131409|237.0|golbeck01bwa2005, Sequim, WA, USA|2005-06-21T00:00:00|2599-12-31T23:59:59
PB|B003|48.062359|-124.140862|284.7|floequarybwa2005, FloeQuarry, WA, USA|2005-06-21T00:00:00|2599-12-31T23:59:59
PB|B004|48.201923|-124.42701|30.0|hokofallsbwa2005, Sekiu, WA, USA|2005-06-15T00:00:00|2599-12-31T23:59:59
PB|B005|48.059547|-123.503281|302.7|shoresnw1bwa2005, Port Angeles, WA, USA|2005-07-19T00:00:00|2599-12-31T23:59:59
PB|B006|48.0588|-123.500801|302.0|shoresne2bwa2005, Port Angeles, WA, USA|2005-07-28T00:00:00|2599-12-31T23:59:59
PB|B007|48.057575|-123.504112|293.0|shoresso3bwa2005, Shores, WA, USA|2005-07-19T00:00:00|2599-12-31T23:59:59
PB|B009|48.64867|-123.451172|15.0|pacgeosi1bbc2005, Sidney, BC, CA|2005-09-14T00:00:00|2599-12-31T23:59:59
PB|B010|48.650169|-123.451332|5.0|pacgeosi2bbc2005, Sidney, BC, CA|2005-09-26T00:00:00|2599-12-31T23:59:59
PB|B011|48.649544|-123.448189|22.0|pacgeosi3bbc2005, Sidney, BC, CA|2005-09-13T00:00:00|2599-12-31T23:59:59
PB|B012|48.924625|-125.541977|13.0|ucluelet1bbc2005, Ucluelet, BC, CA|2005-09-21T00:00:00|2599-12-31T23:59:59
PB|B013|47.813|-122.910797|75.3|pnycrk013bwa2007, Quilcene, WA, USA|2007-01-05T00:00:00|2599-12-31T23:59:59
PB|B014|47.513302|-123.8125|64.7|quinlt014bwa2008, Olympic NP, WA, USA|2008-03-04T00:00:00|2599-12-31T23:59:59
PB|B017|46.995998|-123.557503|33.9|flinkm017bwa2007, Montesano, WA, USA|2007-07-11T00:00:00|2599-12-31T23:59:59
PB|B018|46.9795|-123.020302|10.0|delphi018bor2006, Delphi,  OR, USA|2006-01-21T00:00:00|2599-12-31T23:59:59
PB|B019|46.652699|-123.651802|9.0|waldrf019bwa2008, Raymond, WA, USA|2008-05-12T00:00:00|2599-12-31T23:59:59
PB|B020|46.382702|-123.844498|31.2|wirkla020bwa2008, Naselle, WA, USA|2008-03-30T00:00:00|2599-12-31T23:59:59
PB|B022|45.954609|-123.931046|10.0|seaside22bor2006, OR, USA|2006-02-03T00:00:00|2599-12-31T23:59:59
PB|B023|46.111198|-123.078697|177.4|cataln023bor2008, Claskanie, OR, USA|2008-05-16T00:00:00|2599-12-31T23:59:59
PB|B024|45.637798|-123.855797|37.7|kuntza024bor2006, Portland, OR, USA|2006-02-22T00:00:00|2599-12-31T23:59:59
PB|B026|45.309353|-123.823051|232.0|roosbc026bor2007, Portland, OR, USA|2007-02-24T00:00:00|2599-12-31T23:59:59
PB|B027|44.497334|-122.962166|216.0|lester027bor2007, Albany, OR, USA|2007-04-11T00:00:00|2599-12-31T23:59:59
PB|B028|44.493668|-122.963837|140.0|lester028bor2007, Albany, OR, USA|2007-03-19T00:00:00|2599-12-31T23:59:59
PB|B030|43.971298|-122.771698|263.6|pattrs030bor2007, Springfield, OR, USA|2007-10-22T00:00:00|2599-12-31T23:59:59
PB|B031|43.664299|-123.396698|71.0|hergrt031bor2007, Hergert, OR, USA|2007-11-30T00:00:00|2599-12-31T23:59:59
PB|B032|43.667999|-123.392303|63.8|hergrt032bor2007, Hergert, OR, USA|2007-12-02T00:00:00|2599-12-31T23:59:59
PB|B033|43.291698|-123.124496|312.1|vanvlk033bor2007, Glide, OR, USA|2007-12-13T00:00:00|2599-12-31T23:59:59
PB|B035|42.503513|-123.383415|370.0|grants035bor2006, OR, USA|2006-03-19T00:00:00|2599-12-31T23:59:59
PB|B036|42.505833|-123.381668|315.3|grants036bor2007, Grant's Pass, OR, USA|2007-05-08T00:00:00|2599-12-31T23:59:59
PB|B201|46.303299|-122.264801|990.0|coldwt201bwa2007, Mt St Helens, WA, USA|2007-09-12T00:00:00|2599-12-31T23:59:59
PB|B202|46.2447|-122.1367|1218.6|windyr202bwa2007, Mt St Helens, WA, USA|2007-07-25T00:00:00|2599-12-31T23:59:59
PB|B203|46.168999|-122.333664|814.4|quarry203bwa2007, Mount Saint Helens, WA, USA|2007-07-18T00:00:00|2599-12-31T23:59:59
PB|B204|46.136|-122.169|784.2|marble204bwa2007, Mt St Helens, WA, USA|2007-08-01T00:00:00|2599-12-31T23:59:59
PB|B926|48.820202|-124.131203|191.6|cowich926bbc2007, Port Renfrew, BC, Canada|2007-11-12T00:00:00|2599-12-31T23:59:59
PB|B927|49.2188|-124.811302|39.0|albern927bbc2007, Port Alberni, BC, USA|2007-12-06T00:00:00|2599-12-31T23:59:59
PB|B928|48.833698|-125.134499|9.5|bamfld928bbc2007, Bamfield, BC, Canada|2007-11-28T00:00:00|2599-12-31T23:59:59
PB|B941|46.986801|-122.219002|151.0|kapows941bwa2008, Kapowsin, WA, USA|2008-03-18T00:00:00|2599-12-31T23:59:59
PB|B943|47.813202|-122.911301|84.2|pnycrk943bwa2008, Seattle, WA, USA|2008-02-26T00:00:00|2599-12-31T23:59:59
PN|PPCEN|45.504002|-122.914001|45.0|-|1999-01-10T00:00:00|2599-12-31T23:59:59
PN|PPCQL|43.176998|-124.199997|14.0|Coquille High School, Coquille, OR, USA|1999-01-10T00:00:00|2599-12-31T23:59:59
PN|PPPHO|44.537998|-123.356003|82.0|Philomath High School, Philomath, OR, USA|1999-01-10T00:00:00|2599-12-31T23:59:59
PN|PPPPS|56.813|-132.955002|25.0|-|1999-01-10T00:00:00|2599-12-31T23:59:59
PN|PPSA|56.813|-132.955002|0.0|-|1999-01-10T00:00:00|2599-12-31T23:59:59
PN|PPUHS|45.916698|-119.334999|98.0|Umatilla High School, Umatilla, OR, USA|1999-01-10T00:00:00|2599-12-31T23:59:59
PN|SKGA|59.465|-135.309799|0.0|Skagway High School, Skagway, AK, USA|1999-01-10T00:00:00|2599-12-31T23:59:59
PO|VI01|50.354771|-125.919724|13.0|Sayward Town, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI02|50.331299|-126.071007|524.0|Adam River, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI03|50.34269|-126.180687|295.0|Rooney Lake Main, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI04|50.313339|-126.247864|245.0|Eve Rest Area, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI05|50.286301|-126.371384|512.0|Muskok Road, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI06|50.267399|-126.452789|333.0|Unknown site name, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI07|50.248051|-126.542976|393.0|East Mount Markusen, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI08|50.202591|-126.601082|198.0|South Woss Village, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI09|50.1674|-126.574913|913.0|Woss Mountain Top, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI10|50.224152|-126.940598|156.0|Altuck Lake, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI11|49.989399|-126.856827|156.0|Zeballos Village, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI12|50.053719|-127.118607|9.0|Fair Harbour, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI30|50.558739|-127.002998|9.0|Nimpikish Fish Hatchary, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI31|50.58242|-127.108238|60.0|Port McNeil Gravel Pit, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI32|50.616779|-127.236267|55.0|Misty Main, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI50|50.548859|-126.824112|33.0|Telegraph Cove, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI51|50.473801|-126.814919|305.0|Ida Lake, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI52|50.389839|-126.765427|635.0|Bonanza Lake, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI53|50.311649|-126.757072|292.0|North of Steele Lake, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI54|50.121422|-126.441467|311.0|Kaklama Lakes, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI55|49.998119|-126.319023|396.0|Unknown site name, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI56|49.92532|-126.210037|319.0|Unknown site name, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VI57|49.83942|-126.100891|169.0|North of Gold River, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VW01|50.16507|-126.66066|407.0|Bud Light Road, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VW02|50.14212|-126.808563|448.0|Z60 Road, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PO|VW03|50.083771|-126.922836|152.0|Kaquot Area, Vancouver Island, BC|2005-01-01T00:00:00|2599-12-31T23:59:59
PQ|NBC1|59.65594|-123.82371|421.0|Northern British Columbia Site One|2013-03-01T00:00:00|2599-12-31T23:59:59
PQ|NBC2|59.77346|-122.48776|486.0|Northern British Columbia Site Two|2013-03-01T00:00:00|2599-12-31T23:59:59
PQ|NBC4|55.68728|-120.66024|815.0|Northern British Columbia Site Four|2013-03-01T00:00:00|2020-10-13T16:16:11
PQ|NBC5|57.523109|-122.677628|1161.0|Northern British Columbia Site Five|2013-03-01T00:00:00|2020-10-13T16:20:01
PQ|NBC6|58.58389|-121.33392|445.0|Northern British Columbia Site Six|2013-03-01T00:00:00|2599-12-31T23:59:59
TA|A04D|48.7201|-122.706299|13.0|Lummi Island, WA, USA|2010-08-18T00:00:00|2016-05-16T23:59:59
TA|B05D|48.264099|-122.096001|153.0|Stanwood, WA, USA|2010-08-23T00:00:00|2016-05-18T23:59:59
TA|C06D|47.922901|-120.894302|544.0|Leavenworth, WA, USA|2010-08-30T00:00:00|2016-05-17T23:59:59
TA|D03D|47.534698|-123.089401|262.0|Eldon, WA, USA|2010-08-25T00:00:00|2016-06-15T23:59:59
TA|D04E|47.1786|-122.7715|45.0|Lakebay, WA, USA|2012-10-11T00:00:00|2016-06-08T23:59:59
TA|E04D|46.556599|-122.567299|204.0|Cinebar, WA, USA|2010-08-26T00:00:00|2016-06-07T23:59:59
TA|F04D|46.082901|-123.010803|236.0|Rainier, OR, USA|2009-11-14T00:00:00|2016-09-30T23:59:59
TA|F05D|45.885201|-121.459702|472.0|White Salmon, WA, USA|2010-08-13T00:00:00|2016-06-01T23:59:59
TA|G03D|45.211498|-123.264099|222.0|McMinnville, OR, USA|2009-10-24T00:00:00|2016-09-30T23:59:59
TA|G05D|45.242199|-121.316704|592.0|Wamic, OR, USA|2009-10-22T00:00:00|2016-09-30T23:59:59
TA|H04D|44.523399|-122.737701|284.0|Lebanon, OR, USA|2010-08-12T00:00:00|2016-09-30T23:59:59
TA|I02D|44.1059|-123.846901|109.0|Swisshome, OR, USA|2010-08-07T00:00:00|2015-10-22T23:59:59
TA|I03D|43.697201|-123.348701|140.0|Drain, OR, USA|2009-11-03T00:00:00|2016-09-30T23:59:59
TA|I04A|43.794102|-122.411301|731.0|Tendick Farm, Oakridge, OR, USA|2006-11-03T00:00:00|2016-09-30T23:59:59
TA|I05D|44.3386|-121.3395|811.0|Terrebonne, OR, USA|2009-10-20T00:00:00|2016-09-30T23:59:59
TA|J01E|43.161499|-123.931396|128.0|Myrtle Point, OR, USA|2012-10-10T00:00:00|2016-09-30T23:59:59
TA|J04D|43.240501|-122.109299|1948.0|Umpqua National Forest, Toketee, OR, USA|2009-10-09T00:00:00|2016-09-30T23:59:59
TA|K02D|42.695499|-123.665398|989.0|Willamette Meridian, OR, USA|2010-08-05T00:00:00|2016-09-30T23:59:59
TD|TD005|53.013611|-115.411346|876.0|Z|2013-08-03T02:30:42|2599-12-31T23:59:59
TD|TD006|53.00128|-115.62221|997.0|"Z"|2013-08-02T00:39:19|2599-12-31T23:59:59
TD|TD007|52.907001|-115.616096|988.0|Z|2013-07-31T00:00:00|2599-12-31T23:59:59
TD|TD06A|52.949871|-115.520607|961.0|Z|2013-08-02T18:46:45|2599-12-31T23:59:59
TD|TD07A|52.98373|-115.744766|1068.0|Z|2013-08-01T20:00:16|2599-12-31T23:59:59
TD|TD08A|52.947559|-115.277641|932.0|Z|2013-08-03T17:11:44|2599-12-31T23:59:59
TD|TD09A|52.924969|-116.389732|1034.0|Z|2013-08-03T22:50:12|2599-12-31T23:59:59
UO|BUCK|44.19731|-122.98619|964.0|Buck Mountain, OR, USA|2010-07-29T00:00:00|2599-12-31T23:59:59
UO|DBO|43.118721|-123.244423|957.0|Dodson Butte, OR, USA|1994-02-01T00:00:00|2599-12-31T23:59:59
UO|FRIS|44.212101|-122.1017|1642.0|Frissel Point, OR, USA|2002-09-04T00:00:00|2015-10-29T00:00:00
UO|HUO|44.119499|-121.849297|2037.0|Husband, OR, USA|2001-04-01T00:00:00|2015-10-29T00:00:00
UO|IRO|44.0051|-122.255402|1642.0|Indian Ridge, OR, USA|2002-09-04T00:00:00|2015-10-29T00:00:00
UO|PINE|43.79211|-120.94066|1914.0|Pine Mountain, OR, USA|2010-09-27T00:00:00|2599-12-31T23:59:59
US|HAWA|46.3925|-119.5327|364.0|Hanford, Washington, USA|1999-04-23T00:00:00|2024-08-31T00:00:00
US|NEW|48.2642|-117.1227|760.0|Newport, Washington, USA|1993-11-13T00:00:00|2599-12-31T23:59:59
US|NLWA|47.3917|-123.8691|640.0|Neilton Lookout, Washington, USA|2006-07-05T00:00:00|2599-12-31T23:59:59
US|WRAK|56.4191|-132.3466|80.9|Wrangell Island, Southeastern Alaska, Alaska, USA|2006-08-27T00:00:00|2599-12-31T23:59:59
UW|ALCT|47.6469|-122.0377|55.0|Alcott School, Redmond, WA, USA|2000-07-06T00:00:00|2599-12-31T23:59:59
UW|ALKI|47.5751|-122.4176|1.0|Alki Wastewater Plant, Seattle, WA, USA|2004-06-24T00:00:00|2599-12-31T23:59:59
UW|ALST|46.10881|-123.03414|198.0|Alston, OR, USA|1999-08-30T00:00:00|2599-12-31T23:59:59
UW|ALVY|43.998161|-123.015793|155.0|Alvey BPA site, OR, USA|2001-01-17T00:00:00|2599-12-31T23:59:59
UW|ASR|46.15259|-121.60164|1357.0|Mt. Adams - Stagman Ridge, WA, USA|1982-09-01T00:00:00|2023-05-16T00:00:00
UW|AUG|45.73595|-121.68174|865.0|Augspurger Mtn, WA, USA|1981-10-01T00:00:00|2599-12-31T23:59:59
UW|BABE|47.60565|-122.53652|84.1|Bainbridge, WA, USA|2001-07-31T00:00:00|2019-06-24T20:30:30
UW|BABR|44.62132|-123.78924|438.7|Baber Butte, OR, USA|2011-04-27T00:00:00|2599-12-31T23:59:59
UW|BBO|42.88815|-122.6797|1623.0|Butler Butte, OR, USA|1992-06-09T00:00:00|2599-12-31T23:59:59
UW|BEN|46.51863|-119.71852|335.0|BEN, Hanford, WA, USA|2011-04-25T00:00:00|2599-12-31T23:59:59
UW|BEND|44.066399|-121.328102|1151.1|Bend, OR, USA|2002-04-11T00:00:00|2599-12-31T23:59:59
UW|BEVT|47.92497|-122.27811|174.1|Boeing Everett Plant, Everett, WA, USA|2001-02-21T00:00:00|2599-12-31T23:59:59
UW|BHW|47.83636|-122.03057|152.0|Bald Hill, WA, USA|1984-07-01T00:00:00|2599-12-31T23:59:59
UW|BKC|44.299259|-121.697159|1208.0|Black Crater, OR, USA|2004-04-06T00:00:00|2014-05-29T00:00:00
UW|BLN|48.006624|-122.972646|601.0|Blyn Mt., WA, USA|1980-01-11T00:00:00|2022-03-25T00:00:00
UW|BLOW|44.6837|-122.1863|656.1|Detroit Lake, OR, USA|2008-12-03T00:00:00|2599-12-31T23:59:59
UW|BLT|45.915|-120.17699|659.0|Bickleton, WA|2005-10-21T00:00:00|2599-12-31T23:59:59
UW|BOW|46.474831|-123.229301|870.0|Boistfort Mt. previous ISC code: BMW, WA, USA|1980-11-01T00:00:00|2018-08-23T00:00:00
UW|BPO|44.65175|-121.68984|1957.0|Bald Peter, OR, USA|1987-09-15T00:00:00|2020-02-18T00:00:00
UW|BRKS|47.755196|-122.290131|23.0|Brookside, WA, USA|2000-09-13T00:00:00|2599-12-31T23:59:59
UW|BRO|44.267397|-122.452037|1361.0|Big Rock Lookout, OR, USA|2001-05-16T00:00:00|2599-12-31T23:59:59
UW|BRV|46.48519|-119.99232|920.0|Black Rock Valley, WA, USA|1983-12-16T00:00:00|2599-12-31T23:59:59
UW|BSFP|47.531864|-122.30777|4.0|Boeing Fire Protection, WA, USA|2004-08-08T00:00:00|2599-12-31T23:59:59
UW|BULL|45.44589|-122.15589|222.0|Portland Water Bureau Bull Run Reservoir, OR, USA|2003-02-25T00:00:00|2599-12-31T23:59:59
UW|BVW|46.810829|-119.883492|670.0|Beverly, WA, USA|1986-09-30T00:00:00|2599-12-31T23:59:59
UW|CBS|47.80469|-120.04285|1067.0|Chelan Butte South, WA, USA|1987-12-07T00:00:00|2599-12-31T23:59:59
UW|CCRK|46.558498|-119.854797|531.2|Sunnyside, WA, USA|2012-01-19T00:00:00|2599-12-31T23:59:59
UW|CDF|46.11712|-122.04625|772.0|Cedar Flats, MSH, WA, USA|1980-03-29T00:00:00|2599-12-31T23:59:59
UW|CDMR|47.42226|-121.75779|478.0|CDMR|2008-12-23T00:00:00|2599-12-31T23:59:59
UW|CMW|48.423519|-122.120262|1190.0|Cultus Mtns.|1986-06-03T00:00:00|2019-11-21T00:00:00
UW|COLT|45.17044|-122.438152|219.0|Colton, OR, USA|2002-09-11T00:00:00|2599-12-31T23:59:59
UW|CPW|46.9733|-123.13822|810.1|Capitol Peak, WA, USA|1970-07-01T00:00:00|2599-12-31T23:59:59
UW|CRF|46.82486|-119.38813|189.0|Corfu|1970-07-12T00:00:00|2599-12-31T23:59:59
UW|DAVN|47.8006|-118.2741|482.6|Davenport, WA, USA|2006-09-23T00:00:00|2599-12-31T23:59:59
UW|DDRF|46.4911|-119.0595|238.0|Didier Farms, Eltopia, WA, USA|2012-01-19T01:08:00|2599-12-31T23:59:59
UW|DOSE|47.7172|-122.9718|53.3|Dosewallips, Brinnon, WA, USA|2010-07-21T00:00:00|2599-12-31T23:59:59
UW|DPW|47.870522|-118.203934|892.0|Davenport|1976-04-13T00:00:00|2014-04-03T16:45:00
UW|DY2|47.98523|-119.77201|894.0|Dyer Hill 2, WA, USA|1985-06-20T00:00:00|2599-12-31T23:59:59
UW|EARN|47.7409|-122.0438|159.0|East Ridge Elem, Woodinville, WA, USA|2000-07-01T00:00:00|2599-12-31T23:59:59
UW|EDM|46.19717|-122.15121|1611.0|East Dome, Mt. St. Helens, WA, USA|1980-06-01T00:00:00|2599-12-31T23:59:59
UW|EGRN|47.072342|-122.974178|55.0|Evergreen College ANSS-SMO|2001-07-01T00:00:00|2599-12-31T23:59:59
UW|ELK|46.30597|-122.34167|1270.0|Mt St Helens, Elk Rock, WA, USA|1980-05-16T00:00:00|2599-12-31T23:59:59
UW|ELL|46.909512|-120.567513|789.0|Ellensburg previous ISC code: EBG|1979-11-24T00:00:00|2599-12-31T23:59:59
UW|ELW|47.494099|-121.872673|320.0|Echo Lake, WA, USA|1998-07-07T00:00:00|2599-12-31T23:59:59
UW|EPH|47.35619|-119.597153|661.0|Ephrata|1971-11-05T00:00:00|2018-04-04T00:00:00
UW|EPH2|47.37066|-119.61169|690.0|Ephrata, WA, USA|2012-09-09T00:00:00|2599-12-31T23:59:59
UW|ERW|48.453827|-122.626121|387.0|Mt. Erie, WA, USA|1997-12-01T00:00:00|2599-12-31T23:59:59
